timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
154538923,1,0,1,0,0,0,0,0
155041116,1,0,1,0,0,0,0,0
155548979,1,0,1,0,0,0,0,0
156049941,1,0,1,0,0,0,0,0
156550980,1,0,1,0,0,0,0,0
157062152,1,0,1,0,0,0,0,0
157571008,1,0,1,0,0,0,0,0
158081940,1,0,1,0,0,0,0,0
158592064,1,0,1,0,0,0,0,0
159094147,1,0,1,0,0,0,0,0
159602940,1,0,1,0,0,0,0,0
160103185,1,0,1,0,0,0,0,0
160613074,1,0,1,0,0,0,0,0
161114939,1,0,1,0,0,0,0,0
161616651,1,0,1,0,0,0,0,0
162118178,1,0,1,0,0,0,0,0
162628139,1,0,1,0,0,0,0,0
163138024,1,0,1,0,0,0,0,0
163647984,1,0,1,0,0,0,0,0
164148288,1,0,1,0,0,0,0,0
164570252,0,0,1,0,0,0,0,0
165077937,0,0,1,0,0,0,0,0
