timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
598070356,598070,1,1,1,0,0,0,0,0
598577144,598070,1,1,1,0,0,0,0,0
599085061,598070,1,1,1,0,0,0,0,0
599592106,598070,1,1,1,0,0,0,0,0
600098084,598070,1,1,1,0,0,0,0,0
600604276,598070,1,1,1,0,0,0,0,0
601111125,598070,1,1,1,0,0,0,0,0
601619087,598070,1,1,1,0,0,0,0,0
602125210,598070,1,1,1,0,0,0,0,0
602632115,598070,1,1,1,0,0,0,0,0
603138086,598070,1,1,1,0,0,0,0,0
603646201,598070,1,1,1,0,0,0,0,0
604152310,598070,1,1,1,0,0,0,0,0
604659091,598070,1,1,1,0,0,0,0,0
605167224,598070,1,1,1,0,0,0,0,0
605676087,598070,1,1,1,0,0,0,0,0
606183084,598070,1,1,1,0,0,0,0,0
606689090,598070,1,1,1,0,0,0,0,0
607196227,598070,1,1,1,0,0,0,0,0
607705175,598070,1,1,1,0,0,0,0,0
608214258,598070,1,1,1,0,0,0,0,0
608721086,598070,1,1,1,0,0,0,0,0
609228107,598070,1,1,1,0,0,0,0,0
609734793,598070,1,1,1,0,0,0,0,0
610243085,598070,1,1,1,0,0,0,0,0
610751958,598070,1,1,1,0,0,0,0,0
610795364,598070,1,1,1,0,0,0,0,0
610839137,598070,1,1,1,0,0,0,0,0
611348125,598070,1,1,1,0,0,0,0,0
611857089,598070,1,1,1,0,0,0,0,0
612000331,598070,1,1,1,0,1,0,0,0
612508090,598070,1,1,1,0,1,0,0,0
613014375,598070,1,1,1,0,1,0,0,0
613521299,598070,1,1,1,0,1,0,0,0
614029240,598070,1,1,1,0,1,0,0,0
614538165,598070,1,1,1,0,1,0,0,0
615047057,598070,1,1,1,0,1,0,0,0
615556126,598070,1,1,1,0,1,0,0,0
616063232,598070,1,1,1,0,1,0,0,0
616570094,598070,1,1,1,0,1,0,0,0
617012399,0,0,1,1,0,1,0,0,0
617512657,0,0,1,1,0,1,0,0,0
