timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
30586224,30586,1,1,1,0,0,0,0,0
31090391,30586,1,1,1,0,0,0,0,0
31597184,30586,1,1,1,0,0,0,0,0
32107270,30586,1,1,1,0,0,0,0,0
32613368,30586,1,1,1,0,0,0,0,0
33120085,30586,1,1,1,0,0,0,0,0
33626194,30586,1,1,1,0,0,0,0,0
34133084,30586,1,1,1,0,0,0,0,0
34639082,30586,1,1,1,0,0,0,0,0
35146187,30586,1,1,1,0,0,0,0,0
35652083,30586,1,1,1,0,0,0,0,0
36159227,30586,1,1,1,0,0,0,0,0
36666182,30586,1,1,1,0,0,0,0,0
37173117,30586,1,1,1,0,0,0,0,0
37680181,30586,1,1,1,0,0,0,0,0
38187118,30586,1,1,1,0,0,0,0,0
38695143,30586,1,1,1,0,0,0,0,0
39069085,30586,1,1,1,0,0,0,0,0
39487135,30586,1,1,1,0,0,0,0,0
39994929,30586,1,1,1,0,0,0,0,0
40500086,30586,1,1,1,0,0,0,0,0
40644550,0,0,1,1,0,0,0,0,0
41147802,0,0,1,1,0,0,0,0,0
