timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
717464408,1,0,1,0,0,0,0,0
717965169,1,0,1,0,0,0,0,0
718475836,1,0,1,0,0,0,0,0
718985260,1,0,1,0,0,0,0,0
719495065,1,0,1,0,0,0,0,0
720002940,1,0,1,0,0,0,0,0
720503940,1,0,1,0,0,0,0,0
721014428,1,0,1,0,0,0,0,0
721523950,1,0,1,0,0,0,0,0
722034427,1,0,1,0,0,0,0,0
722545062,1,0,1,0,0,0,0,0
723055101,1,0,1,0,0,0,0,0
723562940,1,0,1,0,0,0,0,0
724073158,1,0,1,0,0,0,0,0
724582946,1,0,1,0,0,0,0,0
725092000,1,0,1,0,0,0,0,0
725592018,1,0,1,0,0,0,0,0
726092230,1,0,1,0,0,0,0,0
726594442,1,0,1,0,0,0,0,0
727095972,1,0,1,0,0,0,0,0
727606953,1,0,1,0,0,0,0,0
728116946,1,0,1,0,0,0,0,0
728626946,1,0,1,0,0,0,0,0
729136985,1,0,1,0,0,0,0,0
729646990,1,0,1,0,0,0,0,0
730157937,1,0,1,0,0,0,0,0
730658661,1,0,1,0,0,0,0,0
731168940,1,0,1,0,0,0,0,0
731679053,1,0,1,0,0,0,0,0
732190211,1,0,1,0,0,0,0,0
732699985,1,0,1,0,0,0,0,0
733201940,1,0,1,0,0,0,0,0
733703947,1,0,1,0,0,0,0,0
734214615,1,0,1,0,0,0,0,0
734725100,1,0,1,0,0,0,0,0
735235140,1,0,1,0,0,0,0,0
735745061,1,0,1,0,0,0,0,0
736245178,1,0,1,0,0,0,0,0
736754043,1,0,1,0,0,0,0,0
737265065,1,0,1,0,0,0,0,0
737774153,1,0,1,0,0,0,0,0
738283942,1,0,1,0,0,0,0,0
738637003,1,0,1,0,0,0,0,0
739146942,1,0,1,0,0,0,0,0
739646949,1,0,1,0,0,0,0,0
740146984,1,0,1,0,0,0,0,0
740647090,1,0,1,0,0,0,0,0
741156947,1,0,1,0,0,0,0,0
741658147,1,0,1,0,0,0,0,0
742167941,1,0,1,0,0,0,0,0
742678947,1,0,1,0,0,0,0,0
743180261,1,0,1,0,0,0,0,0
743689981,1,0,1,0,0,0,0,0
744199950,1,0,1,0,0,0,0,0
744699980,1,0,1,0,0,0,0,0
745210441,1,0,1,0,0,0,0,0
745719969,1,0,1,0,0,0,0,0
746231777,1,0,1,0,0,0,0,0
746528245,0,0,1,0,0,0,0,0
747036075,0,0,1,0,0,0,0,0
