timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
36015701,36015,1,1,1,0,0,0,0,0
36517101,36015,1,1,1,0,0,0,0,0
37025234,36015,1,1,1,0,0,0,0,0
37532442,36015,1,1,1,0,0,0,0,0
38039093,36015,1,1,1,0,0,0,0,0
38545199,36015,1,1,1,0,0,0,0,0
39052142,36015,1,1,1,0,0,0,0,0
39559118,36015,1,1,1,0,0,0,0,0
40066092,36015,1,1,1,0,0,0,0,0
40572143,36015,1,1,1,0,0,0,0,0
41080084,36015,1,1,1,0,0,0,0,0
41587479,36015,1,1,1,0,0,0,0,0
42094122,36015,1,1,1,0,0,0,0,0
42600150,36015,1,1,1,0,0,0,0,0
43106472,36015,1,1,1,0,0,0,0,0
43612113,36015,1,1,1,0,0,0,0,0
43788188,0,0,1,1,0,0,0,0,0
44289149,0,0,1,1,0,0,0,0,0
