timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
1728666949,1,0,1,0,0,0,0,0
1729169930,1,0,1,0,0,0,0,0
1729678937,1,0,1,0,0,0,0,0
1730189928,1,0,1,0,0,0,0,0
1730697938,1,0,1,0,0,0,0,0
1731197968,1,0,1,0,0,0,0,0
1731708074,1,0,1,0,0,0,0,0
1732217974,1,0,1,0,0,0,0,0
1732728315,1,0,1,0,0,0,0,0
1733237927,1,0,1,0,0,0,0,0
1733739967,1,0,1,0,0,0,0,0
1734245267,1,0,1,0,0,0,0,0
1734754170,1,0,1,0,0,0,0,0
1734909470,1,0,1,0,1,0,0,0
1735418935,1,0,1,0,1,0,0,0
1735928932,1,0,1,0,1,0,0,0
1736439187,1,0,1,0,1,0,0,0
1736948940,1,0,1,0,1,0,0,0
1737459216,1,0,1,0,1,0,0,0
1737969934,1,0,1,0,1,0,0,0
1738480428,1,0,1,0,1,0,0,0
1738987930,1,0,1,0,1,0,0,0
1739496820,1,0,1,0,1,0,0,0
