timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
65444475,1,0,1,0,0,0,0,0
65946551,1,0,1,0,0,0,0,0
66456283,1,0,1,0,0,0,0,0
66966291,1,0,1,0,0,0,0,0
67470097,1,0,1,0,0,0,0,0
67971231,1,0,1,0,0,0,0,0
68481969,1,0,1,0,0,0,0,0
68983992,1,0,1,0,0,0,0,0
69495497,1,0,1,0,0,0,0,0
70006355,1,0,1,0,0,0,0,0
70512150,1,0,1,0,0,0,0,0
71023208,1,0,1,0,0,0,0,0
71531315,1,0,1,0,0,0,0,0
71564150,1,0,1,0,1,0,0,0
72074940,1,0,1,0,1,0,0,0
72575219,1,0,1,0,1,0,0,0
73077473,1,0,1,0,1,0,0,0
73587983,1,0,1,0,1,0,0,0
74088941,1,0,1,0,1,0,0,0
74133171,0,0,1,0,1,0,0,0
74639740,0,0,1,0,1,0,0,0
