timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
26553348,1,0,1,0,0,0,0,0
27064115,1,0,1,0,0,0,0,0
27573027,1,0,1,0,0,0,0,0
28084138,1,0,1,0,0,0,0,0
28584195,1,0,1,0,0,0,0,0
29094889,1,0,1,0,0,0,0,0
29604694,1,0,1,0,0,0,0,0
30114203,1,0,1,0,0,0,0,0
30623067,1,0,1,0,0,0,0,0
31122073,1,0,1,0,0,0,0,0
31632976,1,0,1,0,0,0,0,0
32144238,1,0,1,0,0,0,0,0
32653942,1,0,1,0,0,0,0,0
33155461,1,0,1,0,0,0,0,0
33666429,1,0,1,0,0,0,0,0
34176939,1,0,1,0,0,0,0,0
34684941,1,0,1,0,0,0,0,0
35193166,1,0,1,0,0,0,0,0
35703127,1,0,1,0,0,0,0,0
35959122,0,0,1,0,0,0,0,0
36464968,0,0,1,0,0,0,0,0
36760631,0,0,1,0,1,0,0,0
