timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
278090084,278090,1,1,1,0,0,0,0,0
278597196,278090,1,1,1,0,0,0,0,0
279105085,278090,1,1,1,0,0,0,0,0
279613956,278090,1,1,1,0,0,0,0,0
280119113,278090,1,1,1,0,0,0,0,0
280625117,278090,1,1,1,0,0,0,0,0
281132195,278090,1,1,1,0,0,0,0,0
281638533,278090,1,1,1,0,0,0,0,0
282145065,278090,1,1,1,0,0,0,0,0
282652193,278090,1,1,1,0,0,0,0,0
283160090,278090,1,1,1,0,0,0,0,0
283666258,278090,1,1,1,0,0,0,0,0
284173172,278090,1,1,1,0,0,0,0,0
284680548,278090,1,1,1,0,0,0,0,0
285189083,278090,1,1,1,0,0,0,0,0
285696433,278090,1,1,1,0,0,0,0,0
286202086,278090,1,1,1,0,0,0,0,0
286709106,278090,1,1,1,0,0,0,0,0
287215117,278090,1,1,1,0,0,0,0,0
287722112,278090,1,1,1,0,0,0,0,0
288229083,278090,1,1,1,0,0,0,0,0
288737232,278090,1,1,1,0,0,0,0,0
289243163,278090,1,1,1,0,0,0,0,0
289751084,278090,1,1,1,0,0,0,0,0
290259740,278090,1,1,1,0,0,0,0,0
290766216,278090,1,1,1,0,0,0,0,0
291272083,278090,1,1,1,0,0,0,0,0
291779115,278090,1,1,1,0,0,0,0,0
292285118,278090,1,1,1,0,0,0,0,0
292793173,278090,1,1,1,0,0,0,0,0
293299258,278090,1,1,1,0,0,0,0,0
293808124,278090,1,1,1,0,0,0,0,0
294314324,278090,1,1,1,0,0,0,0,0
294821197,278090,1,1,1,0,0,0,0,0
295330713,278090,1,1,1,0,0,0,0,0
295839081,278090,1,1,1,0,0,0,0,0
296346415,278090,1,1,1,0,0,0,0,0
296852104,278090,1,1,1,0,0,0,0,0
297358216,278090,1,1,1,0,0,0,0,0
297868085,278090,1,1,1,0,0,0,0,0
298375082,278090,1,1,1,0,0,0,0,0
298882109,278090,1,1,1,0,0,0,0,0
299389137,278090,1,1,1,0,0,0,0,0
299899079,278090,1,1,1,0,0,0,0,0
300406251,278090,1,1,1,0,0,0,0,0
300914249,278090,1,1,1,0,0,0,0,0
301421152,278090,1,1,1,0,0,0,0,0
301928083,278090,1,1,1,0,0,0,0,0
302436215,278090,1,1,1,0,0,0,0,0
302942098,278090,1,1,1,0,0,0,0,0
303448183,278090,1,1,1,0,0,0,0,0
303877493,278090,1,1,1,0,1,0,0,0
304386181,278090,1,1,1,0,1,0,0,0
304893562,278090,1,1,1,0,1,0,0,0
305400188,278090,1,1,1,0,1,0,0,0
305908197,278090,1,1,1,0,1,0,0,0
306415283,278090,1,1,1,0,1,0,0,0
306923082,278090,1,1,1,0,1,0,0,0
307429637,278090,1,1,1,0,1,0,0,0
307935698,278090,1,1,1,0,1,0,0,0
308444084,278090,1,1,1,0,1,0,0,0
308896605,0,0,1,1,0,1,0,0,0
309398115,0,0,1,1,0,1,0,0,0
