timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
95995191,95995,1,1,1,0,0,0,0,0
96501122,95995,1,1,1,0,0,0,0,0
97008084,95995,1,1,1,0,0,0,0,0
97517694,95995,1,1,1,0,0,0,0,0
98024368,95995,1,1,1,0,0,0,0,0
98530086,95995,1,1,1,0,0,0,0,0
99037188,95995,1,1,1,0,0,0,0,0
99544244,95995,1,1,1,0,0,0,0,0
100050088,95995,1,1,1,0,0,0,0,0
100557089,95995,1,1,1,0,0,0,0,0
101065047,95995,1,1,1,0,0,0,0,0
101572126,95995,1,1,1,0,0,0,0,0
102079187,95995,1,1,1,0,0,0,0,0
102585234,95995,1,1,1,0,0,0,0,0
103091088,95995,1,1,1,0,0,0,0,0
103599089,95995,1,1,1,0,0,0,0,0
104107203,95995,1,1,1,0,0,0,0,0
104614309,95995,1,1,1,0,0,0,0,0
105121181,95995,1,1,1,0,0,0,0,0
105628107,95995,1,1,1,0,0,0,0,0
105882346,0,0,1,1,0,0,0,0,0
105964633,0,0,1,1,0,1,0,0,0
106475279,0,0,1,1,0,1,0,0,0
