timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
208577306,208577,1,1,1,0,0,0,0,0
209081085,208577,1,1,1,0,0,0,0,0
209587246,208577,1,1,1,0,0,0,0,0
210095369,208577,1,1,1,0,0,0,0,0
210604554,208577,1,1,1,0,0,0,0,0
211111122,208577,1,1,1,0,0,0,0,0
211618767,208577,1,1,1,0,0,0,0,0
212124626,208577,1,1,1,0,0,0,0,0
212630099,208577,1,1,1,0,0,0,0,0
213136085,208577,1,1,1,0,0,0,0,0
213643609,208577,1,1,1,0,0,0,0,0
214150119,208577,1,1,1,0,0,0,0,0
214469313,208577,1,1,1,0,1,0,0,0
214976086,208577,1,1,1,0,1,0,0,0
215482767,208577,1,1,1,0,1,0,0,0
215989086,208577,1,1,1,0,1,0,0,0
216497085,208577,1,1,1,0,1,0,0,0
217005117,208577,1,1,1,0,1,0,0,0
217512404,208577,1,1,1,0,1,0,0,0
218018247,208577,1,1,1,0,1,0,0,0
218524876,208577,1,1,1,0,1,0,0,0
218634761,0,0,1,1,0,1,0,0,0
219145085,0,0,1,1,0,1,0,0,0
