timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
63389483,63389,1,1,1,0,0,0,0,0
63892145,63389,1,1,1,0,0,0,0,0
64399081,63389,1,1,1,0,0,0,0,0
64906421,63389,1,1,1,0,0,0,0,0
65413122,63389,1,1,1,0,0,0,0,0
65919092,63389,1,1,1,0,0,0,0,0
66426485,63389,1,1,1,0,0,0,0,0
66933126,63389,1,1,1,0,0,0,0,0
67440951,63389,1,1,1,0,0,0,0,0
67947084,63389,1,1,1,0,0,0,0,0
68454074,63389,1,1,1,0,0,0,0,0
68960270,63389,1,1,1,0,0,0,0,0
69466339,63389,1,1,1,0,0,0,0,0
69974139,63389,1,1,1,0,0,0,0,0
70482074,63389,1,1,1,0,0,0,0,0
70988102,63389,1,1,1,0,0,0,0,0
71495245,63389,1,1,1,0,0,0,0,0
72002594,63389,1,1,1,0,0,0,0,0
72508074,63389,1,1,1,0,0,0,0,0
73015346,63389,1,1,1,0,0,0,0,0
73455841,0,0,1,1,0,0,0,0,0
73967358,0,0,1,1,0,0,0,0,0
