timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
78980195,78980,1,1,1,0,0,0,0,0
79485082,78980,1,1,1,0,0,0,0,0
79991903,78980,1,1,1,0,0,0,0,0
80498151,78980,1,1,1,0,0,0,0,0
81004513,78980,1,1,1,0,0,0,0,0
81513087,78980,1,1,1,0,0,0,0,0
82019100,78980,1,1,1,0,0,0,0,0
82526225,78980,1,1,1,0,0,0,0,0
83033200,78980,1,1,1,0,0,0,0,0
83539075,78980,1,1,1,0,0,0,0,0
84046490,78980,1,1,1,0,0,0,0,0
84553015,78980,1,1,1,0,0,0,0,0
85059076,78980,1,1,1,0,0,0,0,0
85566422,78980,1,1,1,0,0,0,0,0
86073154,78980,1,1,1,0,0,0,0,0
86581154,78980,1,1,1,0,0,0,0,0
87088170,78980,1,1,1,0,0,0,0,0
87595206,78980,1,1,1,0,0,0,0,0
88102246,78980,1,1,1,0,0,0,0,0
88609077,78980,1,1,1,0,0,0,0,0
89115140,78980,1,1,1,0,0,0,0,0
89621204,78980,1,1,1,0,0,0,0,0
90128077,78980,1,1,1,0,0,0,0,0
90636177,78980,1,1,1,0,0,0,0,0
91143079,78980,1,1,1,0,0,0,0,0
91650521,78980,1,1,1,0,0,0,0,0
92156603,78980,1,1,1,0,0,0,0,0
92663077,78980,1,1,1,0,0,0,0,0
93170076,78980,1,1,1,0,0,0,0,0
93676331,78980,1,1,1,0,0,0,0,0
94183085,78980,1,1,1,0,0,0,0,0
94690105,78980,1,1,1,0,0,0,0,0
95198202,78980,1,1,1,0,0,0,0,0
95704076,78980,1,1,1,0,0,0,0,0
96133289,78980,1,1,1,0,0,0,0,0
96639252,78980,1,1,1,0,0,0,0,0
97147148,78980,1,1,1,0,0,0,0,0
97653076,78980,1,1,1,0,0,0,0,0
98160079,78980,1,1,1,0,0,0,0,0
98667892,78980,1,1,1,0,0,0,0,0
99173077,78980,1,1,1,0,0,0,0,0
99680189,78980,1,1,1,0,0,0,0,0
100186217,78980,1,1,1,0,0,0,0,0
100692874,78980,1,1,1,0,0,0,0,0
101200100,78980,1,1,1,0,0,0,0,0
101707080,78980,1,1,1,0,0,0,0,0
102214078,78980,1,1,1,0,0,0,0,0
102723297,78980,1,1,1,0,0,0,0,0
103229089,78980,1,1,1,0,0,0,0,0
103735120,78980,1,1,1,0,0,0,0,0
104243080,78980,1,1,1,0,0,0,0,0
104749077,78980,1,1,1,0,0,0,0,0
105256213,78980,1,1,1,0,0,0,0,0
105762078,78980,1,1,1,0,0,0,0,0
106270169,78980,1,1,1,0,0,0,0,0
106781085,78980,1,1,1,0,0,0,0,0
107288077,78980,1,1,1,0,0,0,0,0
107794202,78980,1,1,1,0,0,0,0,0
108301496,78980,1,1,1,0,0,0,0,0
108808260,78980,1,1,1,0,0,0,0,0
108819174,78980,1,1,1,0,1,0,0,0
109325116,78980,1,1,1,0,1,0,0,0
109402809,78980,1,1,1,0,1,0,0,0
109909073,78980,1,1,1,0,1,0,0,0
110415124,78980,1,1,1,0,1,0,0,0
110537645,78980,1,1,1,0,1,0,0,0
111044117,78980,1,1,1,0,1,0,0,0
111551172,78980,1,1,1,0,1,0,0,0
112058128,78980,1,1,1,0,1,0,0,0
112565315,78980,1,1,1,0,1,0,0,0
113071263,78980,1,1,1,0,1,0,0,0
113577103,78980,1,1,1,0,1,0,0,0
113830362,0,0,1,1,0,1,0,0,0
113845159,0,0,1,1,0,1,0,0,0
114349104,0,0,1,1,0,1,0,0,0
