timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
84401546,84401,1,1,1,0,0,0,0,0
84906122,84401,1,1,1,0,0,0,0,0
85413216,84401,1,1,1,0,0,0,0,0
85924183,84401,1,1,1,0,0,0,0,0
86431114,84401,1,1,1,0,0,0,0,0
86938117,84401,1,1,1,0,0,0,0,0
87447079,84401,1,1,1,0,0,0,0,0
87955120,84401,1,1,1,0,0,0,0,0
88461083,84401,1,1,1,0,0,0,0,0
88967460,84401,1,1,1,0,0,0,0,0
89473081,84401,1,1,1,0,0,0,0,0
89980079,84401,1,1,1,0,0,0,0,0
90487102,84401,1,1,1,0,0,0,0,0
90993220,84401,1,1,1,0,0,0,0,0
91502079,84401,1,1,1,0,0,0,0,0
92008082,84401,1,1,1,0,0,0,0,0
92019208,0,0,1,1,0,0,0,0,0
92530243,0,0,1,1,0,0,0,0,0
