timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
65866217,20.504,20.888166,1.3185,0.037118275,-1.0,9.967651,1.0,1.0,nan,4,5.2220416,5.2220416,5.2220416,5.2220416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66066379,20.636,20.847387,2.051,0.73946923,-1.0,10.089996,1.0,1.0,nan,4,5.211847,5.211847,5.211847,5.211847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66266327,20.768,20.823982,0.1758,0.9081419,-1.0,10.164361,1.0,1.0,nan,4,5.2059956,5.2059956,5.2059956,5.2059956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66466140,20.702002,20.806341,0.3516,0.70036256,-1.0,10.17904,1.0,1.0,nan,4,5.2015853,5.2015853,5.2015853,5.2015853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66666067,20.614,20.791435,0.4688,0.53497195,-1.0,10.189217,1.0,1.0,nan,4,5.197859,5.197859,5.197859,5.197859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66855955,20.702002,20.784067,0.0586,0.44185677,-1.0,10.201992,1.0,1.0,nan,4,5.196017,5.196017,5.196017,5.196017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67055958,20.735,20.777454,0.2051,0.35549033,-1.0,10.211576,1.0,1.0,nan,4,5.1943636,5.1943636,5.1943636,5.1943636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67266002,20.713,20.76292,0.0,0.37196738,-1.0,10.234712,1.0,1.0,nan,4,5.19073,5.19073,5.19073,5.19073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67467179,20.691,20.758347,0.0,0.2875038,-1.0,10.241289,1.0,1.0,nan,4,5.1895866,5.1895866,5.1895866,5.1895866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67667319,20.713,20.753716,0.0,0.27364668,-1.0,10.25583,1.0,1.0,nan,4,5.188429,5.188429,5.188429,5.188429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67867181,20.779,20.750288,0.1465,0.24283722,-1.0,10.265798,1.0,1.0,nan,4,5.187572,5.187572,5.187572,5.187572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68067273,20.723999,20.747385,0.879,0.23774092,-1.0,10.277565,1.0,1.0,nan,4,5.1868463,5.1868463,5.1868463,5.1868463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68267115,20.79,20.749836,0.293,0.25676218,-1.0,10.294736,1.0,1.0,nan,4,5.187459,5.187459,5.187459,5.187459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68466674,20.823,20.745625,0.26369998,0.31492272,-1.0,10.31875,1.0,1.0,nan,4,5.186406,5.186406,5.186406,5.186406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68666612,20.647001,20.739426,2.2561,0.654103,-1.0,10.390116,1.0,1.0,nan,4,5.1848564,5.1848564,5.1848564,5.1848564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
68866395,20.647001,20.719248,4.2485,1.5411319,-1.0,10.573615,1.0,1.0,nan,4,5.179812,5.179812,5.179812,5.179812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69066121,20.493,20.682417,6.9148,2.8906791,-1.0,10.882984,1.0,1.0,nan,4,5.170604,5.170604,5.170604,5.170604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69266103,20.251,20.621117,10.665199,4.9095597,-1.0,11.37898,1.0,1.0,nan,4,5.155279,5.155279,5.155279,5.155279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69466112,20.031,20.531067,16.6131,7.7963614,-1.0,12.131253,1.0,1.0,nan,4,5.1327667,5.1327667,5.1327667,5.1327667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69655958,19.668,20.426556,21.9457,11.438848,-1.0,13.146317,1.0,1.0,nan,4,5.106639,5.106639,5.106639,5.106639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
69855999,19.393,20.27527,29.5637,16.285664,-1.0,14.590538,1.0,1.0,nan,4,5.0688176,5.0688176,5.0688176,5.0688176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
70056166,19.085001,20.10033,41.5181,22.682007,-1.0,16.56025,1.0,1.0,nan,4,5.0250826,5.0250826,5.0250826,5.0250826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
70266180,19.118,19.949474,35.8339,27.45359,-1.0,18.721642,1.0,1.0,nan,4,4.9873686,4.9873686,4.9873686,4.9873686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
70466113,19.293999,19.813251,37.0059,30.726742,-1.0,20.804516,1.0,1.0,nan,4,4.953313,4.953313,4.953313,4.953313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
70666110,19.492,19.739489,31.878399,31.61121,-1.0,22.673424,1.0,1.0,nan,4,4.934872,4.934872,4.934872,4.934872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
70866095,19.305,19.675795,32.6988,32.070465,-1.0,24.505468,1.0,1.0,nan,4,4.9189487,4.9189487,4.9189487,4.9189487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71055958,19.810999,19.682388,18.927801,29.941067,-1.0,25.862492,1.0,1.0,nan,4,4.920597,4.920597,4.920597,4.920597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71255965,20.284,19.765617,11.134,24.713173,-1.0,26.65105,1.0,1.0,nan,4,4.9414043,4.9414043,4.9414043,4.9414043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71466287,20.581,19.851141,6.4167004,20.406338,-1.0,27.354143,1.0,1.0,nan,4,4.9627852,4.9627852,4.9627852,4.9627852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71666092,20.691,19.989117,0.0,14.463785,-1.0,27.490438,1.0,1.0,nan,4,4.997279,4.997279,4.997279,4.997279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71866064,20.713,20.135086,0.0,9.733713,-1.0,27.490438,1.0,1.0,nan,4,5.0337715,5.0337715,5.0337715,5.0337715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
