timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
557815176,20.163,20.325113,3.3109,0.11328458,-1.0,752.3641,1.0,1.0,nan,4,5.0812783,5.0812783,5.0812783,5.0812783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
558015066,20.042002,20.286253,2.0217,0.8359456,-1.0,752.49615,1.0,1.0,nan,4,5.0715632,5.0715632,5.0715632,5.0715632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
558214962,20.218,20.263628,0.26369998,1.0517677,-1.0,752.5856,1.0,1.0,nan,4,5.065907,5.065907,5.065907,5.065907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
558414958,20.295,20.251507,1.2013,0.86349136,-1.0,752.6106,1.0,1.0,nan,4,5.0628767,5.0628767,5.0628767,5.0628767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
558614958,20.086,20.239914,0.4102,0.6870137,-1.0,752.6291,1.0,1.0,nan,4,5.0599785,5.0599785,5.0599785,5.0599785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
558814999,20.174,20.232664,0.0,0.55672485,-1.0,752.6462,1.0,1.0,nan,4,5.058166,5.058166,5.058166,5.058166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
559014958,20.262001,20.22753,0.0879,0.47122362,-1.0,752.66296,1.0,1.0,nan,4,5.0568824,5.0568824,5.0568824,5.0568824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
559215337,20.218,20.212265,0.5567,0.50633144,-1.0,752.6939,1.0,1.0,nan,4,5.0530663,5.0530663,5.0530663,5.0530663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
559415165,20.119,20.207386,0.0586,0.39446953,-1.0,752.7033,1.0,1.0,nan,4,5.0518465,5.0518465,5.0518465,5.0518465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
559614960,20.218,20.201603,0.0,0.38270327,-1.0,752.72504,1.0,1.0,nan,4,5.0504007,5.0504007,5.0504007,5.0504007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
