timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,state_of_health,max_error,connected,source,priority,id,is_powering_off,warning
1686539109,24.396555,24.67998,0.0,0.0022776239,0.0,0.10839245,1.0,1.0,nan,6,4.11333,4.11333,4.11333,4.11333,4.11333,4.11333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1686549097,24.454885,24.677752,0.0,0.0022329646,0.0,0.10839245,1.0,1.0,nan,6,4.1129584,4.1129584,4.1129584,4.1129584,4.1129584,4.1129584,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1686839133,24.571547,24.674051,0.0,0.00125741,0.0,0.10839245,1.0,1.0,nan,6,4.112342,4.112342,4.112342,4.112342,4.112342,4.112342,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1687149099,24.586128,24.642836,0.0,0.0006805683,0.0,0.10839245,1.0,1.0,nan,6,4.107139,4.107139,4.107139,4.107139,4.107139,4.107139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1687439263,24.571547,24.643091,0.0,0.00038323642,0.0,0.10839245,1.0,1.0,nan,6,4.107182,4.107182,4.107182,4.107182,4.107182,4.107182,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1687739866,24.381973,24.627947,0.0,0.00021157373,0.0,0.10839245,1.0,1.0,nan,6,4.1046576,4.1046576,4.1046576,4.1046576,4.1046576,4.1046576,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1688049157,24.702787,24.631653,0.0,0.00011451341,0.0,0.10839245,1.0,1.0,nan,6,4.1052756,4.1052756,4.1052756,4.1052756,4.1052756,4.1052756,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1688339102,24.804865,24.62698,0.0,6.44839e-05,0.0,0.10839245,1.0,1.0,nan,6,4.1044965,4.1044965,4.1044965,4.1044965,4.1044965,4.1044965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1688639111,24.586128,24.621864,0.0,3.5599696e-05,0.0,0.10839245,1.0,1.0,nan,6,4.103644,4.103644,4.103644,4.103644,4.103644,4.103644,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1688939090,24.586128,24.616974,0.0,1.9653555e-05,0.0,0.10839245,1.0,1.0,nan,6,4.102829,4.102829,4.102829,4.102829,4.102829,4.102829,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1689249160,24.629875,24.610495,0.0,1.0637409e-05,0.0,0.10839245,1.0,1.0,nan,6,4.101749,4.101749,4.101749,4.101749,4.101749,4.101749,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
