timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
78978528,0.10888307,0.002588353,0.0
113834413,0.099736966,0.002319155,0.0
113839439,0.094040535,0.0024322663,0.0
114034893,0.11633619,0.0038216987,0.0
114235427,0.11858077,0.0039992,0.0
114435984,0.13117498,0.00460276,0.0
114636473,0.12641808,0.0034815655,0.0
