timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
31466432,0.25891528,0.0011172604,0.0
35891615,0.25856298,0.0011973542,0.0
35896628,0.25723895,0.0016967773,0.0
36092074,0.26263765,0.0019364274,0.0
36292491,0.25251445,0.0006006949,0.0
36493080,0.25484753,0.0016870397,0.0
36693594,0.2528833,0.0020133038,0.0
