timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
208576128,0.1824932,0.0023575886,0.0
218639205,0.18396756,0.0021816124,0.0
218644232,0.18478234,0.0021759311,0.0
218839697,0.18733,0.0016379101,0.0
219040174,0.18704519,0.0008924207,0.0
219240617,0.18477936,0.0006400561,0.0
219441031,0.18318094,0.00073232036,0.0
