timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
265361724,0.27122033,0.0016647553,0.0
281664183,0.27080458,0.0014771892,0.0
281669193,0.27088133,0.0020437122,0.0
281864583,0.27733004,0.0011378733,0.0
282065094,0.28351614,0.0011176349,0.0
282265642,0.27462703,0.0013938113,0.0
282465975,0.2770672,0.0012346816,0.0
