timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
36013707,0.089206815,0.0022007187,0.0
43791564,0.088401005,0.0020595957,0.0
43796578,0.08897302,0.0020817113,0.0
43992084,0.08840102,0.0014835919,0.0
44192491,0.088726826,0.0018360895,0.0
44392987,0.092522204,0.001272257,0.0
44593473,0.09062409,0.0019943689,0.0
