timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
1686490995,0.08421344,0.0022466718,0.0
1729397638,0.08225565,0.0023738712,0.0
1729402647,0.07939101,0.002673317,0.0
1729598195,0.08054829,0.0016752257,0.0
1729798750,0.079184525,0.0005265671,0.0
1729999224,0.08587855,0.0013466727,0.0
1730199691,0.088749684,0.0008620976,0.0
