timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
82221251,0.13171451,0.0013694132,0.0
92299394,0.12200367,0.0017260062,0.0
92304398,0.110736504,0.001629899,0.0
92499788,0.12017965,0.001655848,0.0
92700234,0.12841262,0.0016488964,0.0
92900805,0.13130091,0.0017407615,0.0
93101226,0.1268619,0.0021508865,0.0
