timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
95992906,0.13133305,0.0013922487,0.0
105885617,0.116221555,0.0014843806,0.0
105890624,0.10181172,0.0014400852,0.0
106090989,0.17801012,0.0007788887,0.0
106286474,0.20897706,0.0009703603,0.0
106486899,0.2179376,0.00092281116,0.0
106687455,0.22263952,0.0013752048,0.0
