timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
126105588,0.16821367,0.0008993661,0.0
143841221,0.17645201,0.0007144001,0.0
143846245,0.18207729,0.0009743807,0.0
144041600,0.27148625,0.0008378319,0.0
144242074,0.28219244,0.0024297538,0.0
144442628,0.29089728,0.001411265,0.0
144643074,0.28947142,0.0013845452,0.0
