timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
20635834,0.25187328,0.0035768982,0.0
22820614,0.25328988,0.003540465,0.0
22825635,0.25549722,0.0033445882,0.0
23026134,0.25306636,0.0032261468,0.0
23226477,0.24808784,0.0046251663,0.0
23421904,0.25355542,0.0039487653,0.0
23622355,0.2472228,0.0033138804,0.0
