timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
58881962,0.25642452,0.003840215,0.0
68944763,0.25716937,0.0038028143,0.0
68949838,0.25650075,0.003991478,0.0
69145246,0.25270405,0.0033212597,0.0
69345704,0.260717,0.0031881519,0.0
69546165,0.26196426,0.0031499288,0.0
69746572,0.26333505,0.0036926623,0.0
