timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
130172637,0.08305282,0.007352789,0.0
130375835,0.079911426,0.0070894994,0.0
130577669,0.10494395,0.0038891374,0.0
130777721,0.1212608,0.0015680561,0.0
130981415,0.069754794,0.01039631,0.0
131187365,0.14398362,0.010219327,0.0
131387271,0.07860073,0.0076260623,0.0
131590977,0.060522266,0.0068805725,0.0
131791778,0.09164021,0.016186092,0.0
131998441,0.12247654,0.0012450271,0.0
132197690,0.06517557,0.011483754,0.0
132402506,0.16469052,0.0049188905,0.0
132607002,0.2089715,0.002837723,0.0
132806966,0.1066395,0.006755531,0.0
133012192,0.09827184,0.0033796113,0.0
133212121,0.12427022,0.0046141194,0.0
133416567,0.1030713,0.007242819,0.0
133622514,0.12558392,0.015159494,0.0
133822457,0.051905185,0.0038632893,0.0
134026624,0.087074555,0.006748383,0.0
134227786,0.040104903,0.008932524,0.0
134427308,0.123939365,0.01090713,0.0
134632591,0.10787318,0.013171465,0.0
134833392,0.19591866,0.010692607,0.0
135038648,0.031103691,0.009438995,0.0
135241678,0.01314382,0.0047900206,0.0
135444600,0.06694769,0.008549262,0.0
135645385,0.112656645,0.005858114,0.0
135851367,0.121384114,0.0054122265,0.0
136051303,0.06055377,0.013854202,0.0
136255971,0.033235252,0.0046252105,0.0
136457381,0.089595295,0.0044640335,0.0
136663251,0.051746253,0.012929628,0.0
136866243,0.1043423,0.0034690658,0.0
137066992,0.11540233,0.0037827897,0.0
137271770,0.109269634,0.005186886,0.0
137471858,0.11042061,0.0126747545,0.0
137676925,0.11286634,0.005265238,0.0
137880596,0.09806472,0.0032419062,0.0
138081387,0.10544391,0.0031606185,0.0
138287368,0.1300875,0.0019953358,0.0
138487646,0.09091157,0.0046388297,0.0
138687802,0.059185885,0.012841954,0.0
138893214,0.019724565,0.0056743873,0.0
139095310,0.10488119,0.0040083355,0.0
139295862,0.10785588,0.006827895,0.0
139500071,0.124773875,0.0060165706,0.0
139701687,0.112637095,0.011683191,0.0
139902448,0.08902712,0.019016853,0.0
140105364,0.09194765,0.0105771925,0.0
140310601,0.012147607,0.0019013018,0.0
140510532,0.0705633,0.016674906,0.0
140714981,0.11791582,0.009763876,0.0
140915969,0.13065739,0.012656638,0.0
141115830,0.11745958,0.020822158,0.0
141318523,0.10455451,0.012866763,0.0
141518415,0.09570202,0.00866119,0.0
141723312,0.095520675,0.008652748,0.0
141924034,0.048214063,0.0068258657,0.0
142124600,0.1177099,0.016810877,0.0
142327780,0.12726969,0.020336987,0.0
142532899,0.08077071,0.017483583,0.0
142733719,0.051874027,0.009113348,0.0
142937402,0.11816005,0.0020522892,0.0
143142567,0.08249109,0.006339954,0.0
143343770,0.06726629,0.0075713987,0.0
143544632,0.104424596,0.0046879463,0.0
143744621,0.08996829,0.0066129635,0.0
143951061,0.09676557,0.002944381,0.0
144152034,0.11430955,0.0039680763,0.0
144353683,0.11371969,0.011116058,0.0
144553569,0.08951653,0.003121672,0.0
144757399,0.098013215,0.014577611,0.0
144958520,0.096392356,0.004980615,0.0
145158492,0.09376439,0.001456674,0.0
145364138,0.054973517,0.0081926845,0.0
145565602,0.11490169,0.0052824877,0.0
145767165,0.121452086,0.0053642374,0.0
145970181,0.11425806,0.0037212563,0.0
146172886,0.08958374,0.010946892,0.0
146373446,0.095129564,0.013115261,0.0
146573229,0.18522555,0.017547926,0.0
146778554,0.15191132,0.011965984,0.0
146979316,0.20269676,0.010025652,0.0
147183774,0.15612994,0.018728426,0.0
147383835,0.15101269,0.02730362,0.0
147584593,0.10201748,0.02111038,0.0
147788865,0.107030086,0.030008465,0.0
147989809,0.018680504,0.015532417,0.0
148191335,0.08164739,0.007094096,0.0
148392163,0.1474689,0.007899847,0.0
148592143,0.17655538,0.0123642655,0.0
148796982,0.072824866,0.0086301165,0.0
149000606,0.074352495,0.00920858,0.0
149201580,0.07048469,0.004391579,0.0
149406357,0.05320687,0.003045257,0.0
149611241,0.24111041,0.0040557333,0.0
149812009,0.10111358,0.007476799,0.0
150015847,0.22847009,0.0041810945,0.0
150215849,0.23211944,0.001676769,0.0
150420964,0.019975401,0.0052703056,0.0
150622364,0.08352056,0.00468101,0.0
150828867,0.09719478,0.004349492,0.0
151028804,0.010068083,0.0030240456,0.0
151232625,0.06084789,0.002822482,0.0
151433386,0.021650625,0.007683938,0.0
151636538,0.1480369,0.00019165772,0.0
151839001,0.04166689,0.0044987593,0.0
152041567,0.074923806,0.0022181955,0.0
152245360,0.026421066,0.0076174815,0.0
152445371,0.0833307,0.004572186,0.0
152650482,0.12019226,0.0014657209,0.0
152852389,0.16313052,0.006729305,0.0
153051739,0.14858396,0.0075598927,0.0
153255949,0.09061028,0.0044236295,0.0
153456644,0.09180332,0.0019898918,0.0
153656601,0.10417151,0.006742859,0.0
153862860,0.16166806,0.0031525225,0.0
154065405,0.21785684,0.003734443,0.0
154266757,0.22913475,0.002743489,0.0
154470972,0.21594995,0.0022565657,0.0
154670994,0.2253103,0.00789619,0.0
154871811,0.03604631,0.006521743,0.0
155076943,0.087181106,0.0080803465,0.0
155276974,0.052856997,0.0019906801,0.0
155482494,0.04237451,0.0057273023,0.0
155683568,0.08530488,0.004283729,0.0
155886976,0.104090475,0.0068751466,0.0
156092563,0.05705839,0.0041175056,0.0
156294203,0.085658,0.0040602945,0.0
156494976,0.03784694,0.0015188529,0.0
156699275,0.09742752,0.0038070432,0.0
156903785,0.03284383,0.0025253743,0.0
157104761,0.15325,0.0022423626,0.0
157308857,0.038227875,0.0030821427,0.0
157510229,0.03438574,0.0026035337,0.0
157715316,0.12062156,0.008836149,0.0
157916191,0.0859373,0.0102478955,0.0
158119765,0.040717784,0.0050646625,0.0
158325148,0.07408009,0.0017867065,0.0
158524920,0.0918733,0.010581858,0.0
158729385,0.031124393,0.010840135,0.0
158934797,0.19650573,0.0051916777,0.0
159134854,0.2249877,0.0041356296,0.0
159336423,0.22281148,0.0076156273,0.0
159535850,0.2104287,0.010975409,0.0
159740566,0.16172192,0.0056244116,0.0
159945396,0.22162868,0.0035494976,0.0
160146426,0.24098668,0.002159131,0.0
160351277,0.22170149,0.0042278175,0.0
160550969,0.22721733,0.0034191522,0.0
160756180,0.23036423,0.0062342733,0.0
160957705,0.23660001,0.006928026,0.0
161161379,0.080964975,0.0014135952,0.0
161366985,0.050434057,0.004420106,0.0
161567092,0.041797917,0.0010951605,0.0
161772433,0.033581797,0.0047871075,0.0
161972109,0.19423202,0.0025167034,0.0
162175857,0.113040686,0.005251376,0.0
162380896,0.054206844,0.0025979844,0.0
162582137,0.018352004,0.0029682275,0.0
162785385,0.07954374,0.0018230851,0.0
162987568,0.10954484,0.004686422,0.0
163187373,0.09006594,0.008367436,0.0
163390978,0.09043922,0.009904243,0.0
163592640,0.017526487,0.015563812,0.0
163795049,0.10989551,0.0073783603,0.0
163995290,0.094126366,0.003210621,0.0
164195558,0.06355459,0.010594178,0.0
164399822,0.07458541,0.01394146,0.0
164601045,0.08214163,0.008294341,0.0
164801646,0.08173733,0.008243151,0.0
165005375,0.10909649,0.0053756502,0.0
165206366,0.09780027,0.006325269,0.0
165410855,0.07163832,0.008179429,0.0
165612139,0.076097175,0.01182325,0.0
165812913,0.07485157,0.009346666,0.0
166016622,0.09172204,0.011165529,0.0
166218206,0.085846074,0.013813941,0.0
166423815,0.07953078,0.0099961795,0.0
166624047,0.08897277,0.0036681767,0.0
166824577,0.07656064,0.003499476,0.0
167029799,0.07087704,0.0077382843,0.0
167230966,0.085947655,0.0024267198,0.0
167434199,0.099012315,0.007914056,0.0
167635019,0.115736686,0.0057009016,0.0
167840599,0.08388793,0.007873898,0.0
168045247,0.064847425,0.008626056,0.0
168246259,0.07534441,0.008149599,0.0
168446986,0.10156651,0.0022177615,0.0
168647809,0.08673898,0.0043415423,0.0
168852176,0.05501821,0.007393959,0.0
169053133,0.06614936,0.002237291,0.0
169252862,0.054612372,0.0060607735,0.0
169457381,0.08031096,0.008593476,0.0
169659022,0.0794583,0.007703063,0.0
169862200,0.08179725,0.0034842142,0.0
170067771,0.09149385,0.0047311676,0.0
170269165,0.079315074,0.01851607,0.0
170471319,0.07500442,0.0057817497,0.0
170674172,0.090028845,0.0052611,0.0
170876139,0.08824389,0.0031037906,0.0
171076635,0.08872903,0.0076286835,0.0
171281761,0.09438082,0.0015617694,0.0
171482436,0.09463773,0.009138951,0.0
171682614,0.06919182,0.0016592843,0.0
171883381,0.0771474,0.0048131775,0.0
172087766,0.07909888,0.011513379,0.0
172293823,0.06971405,0.005968848,0.0
172493689,0.093077555,0.003900708,0.0
172697385,0.10500651,0.005433396,0.0
172903003,0.10794896,0.0015530754,0.0
173103315,0.06048063,0.008976281,0.0
173307010,0.06579009,0.0095298365,0.0
173508197,0.056643333,0.0066405297,0.0
173708066,0.048241455,0.011700527,0.0
173912657,0.08532641,0.010338232,0.0
174114247,0.071831,0.019513367,0.0
174318991,0.068900116,0.003324761,0.0
174524050,0.07292986,0.003765787,0.0
174724087,0.05922507,0.0020893877,0.0
174929707,0.0595307,0.0035352071,0.0
175129232,0.0718761,0.006002076,0.0
175333661,0.09276985,0.0014892204,0.0
175538113,0.06716928,0.0037195098,0.0
175739043,0.059396073,0.0036885366,0.0
175943012,0.064702556,0.004968441,0.0
176147814,0.060980424,0.005021397,0.0
176348151,0.06298202,0.007996116,0.0
176552605,0.06138144,0.004274615,0.0
176752745,0.06553084,0.0025048945,0.0
176957717,0.06993885,0.005283017,0.0
177158203,0.07353913,0.006092756,0.0
177362968,0.093368255,0.0020215937,0.0
177567034,0.08111606,0.00453554,0.0
177766998,0.06729798,0.0035869323,0.0
177972864,0.07258638,0.0011523735,0.0
178176568,0.055601772,0.0045341775,0.0
178376622,0.09241805,0.01210474,0.0
178582635,0.08112515,0.01686926,0.0
178782526,0.049233243,0.007375082,0.0
178986376,0.063629605,0.0049135014,0.0
179191332,0.076423526,0.004354988,0.0
179391775,0.06819197,0.0018814553,0.0
179596160,0.05541582,0.0040426455,0.0
179797488,0.07048845,0.004549262,0.0
180000635,0.082374655,0.01103587,0.0
180201394,0.08494369,0.003946382,0.0
180406395,0.10659572,0.00074383867,0.0
180606355,0.10372349,0.0077134445,0.0
180811795,0.12538517,0.020636883,0.0
181012104,0.10138506,0.011848035,0.0
181212543,0.081248336,0.009461013,0.0
181416665,0.08103994,0.004485965,0.0
181617379,0.069689356,0.003572333,0.0
181817352,0.06328484,0.015586111,0.0
182022234,0.09813192,0.003272287,0.0
182226560,0.1253532,0.0047734505,0.0
182427330,0.12770012,0.0029374247,0.0
182631798,0.13908061,0.0030008769,0.0
182834772,0.09623651,0.0075338827,0.0
183036599,0.12931323,0.006390346,0.0
183236127,0.14137484,0.0046188952,0.0
183439791,0.1170953,0.002754062,0.0
183644383,0.11247513,0.006254175,0.0
183845351,0.079847194,0.007139364,0.0
184047007,0.0892294,0.0029980685,0.0
184249403,0.11390043,0.0013346928,0.0
184450189,0.11461807,0.0019378035,0.0
184654990,0.12217585,0.0026747833,0.0
184854981,0.12168621,0.0022765265,0.0
185060120,0.11205534,0.0025460534,0.0
185263765,0.14720654,0.011540414,0.0
185464629,0.10948836,0.0061585163,0.0
185669697,0.04496189,0.004979127,0.0
185870465,0.09012172,0.037750665,0.0
186070614,0.068693854,0.005282545,0.0
186276554,0.070398405,0.009734161,0.0
186478991,0.063492715,0.0020008415,0.0
186679782,0.11620185,0.0076412605,0.0
186885747,0.092150226,0.012592471,0.0
187084954,0.088057496,0.0066648824,0.0
187290193,0.07614258,0.0019049563,0.0
187492084,0.0874055,0.0018244722,0.0
187693375,0.08638233,0.0056317556,0.0
187896616,0.09462197,0.0035016201,0.0
188097404,0.09623499,0.0043804254,0.0
188302565,0.06452718,0.012530291,0.0
188502487,0.1409819,0.004868023,0.0
188704883,0.024661258,0.008466547,0.0
188907365,0.08077567,0.0052361498,0.0
189107647,0.08348662,0.0042078295,0.0
189307311,0.10936368,0.0027229644,0.0
189513224,0.1002475,0.0033240044,0.0
189716639,0.099359155,0.0016543751,0.0
189916599,0.103882946,0.0029423307,0.0
190121425,0.0878984,0.011990139,0.0
190322159,0.10262289,0.009168475,0.0
190527323,0.10147432,0.013923847,0.0
190728078,0.08882775,0.009905085,0.0
190930955,0.099530816,0.008331665,0.0
191131848,0.059252404,0.0063628294,0.0
191336928,0.09096773,0.0057048053,0.0
191537704,0.10374405,0.0072302804,0.0
191738558,0.075817876,0.013302812,0.0
191940395,0.09845842,0.007789656,0.0
192139529,0.061873093,0.0057551335,0.0
192343779,0.108578764,0.0035510391,0.0
192544633,0.11066446,0.0017170042,0.0
192744620,0.10962034,0.006171019,0.0
192950225,0.029332366,0.006878743,0.0
193151795,0.06803638,0.0034696376,0.0
193356942,0.10559189,0.0071615633,0.0
193556872,0.056770727,0.0036975467,0.0
193761382,0.08864337,0.0034151676,0.0
193963335,0.1897403,0.0020518305,0.0
194162813,0.038034502,0.00311789,0.0
194366971,0.061387397,0.0046837716,0.0
194567761,0.086604364,0.0105847325,0.0
194772397,0.081308216,0.00027656218,0.0
194973690,0.109271996,0.0052947155,0.0
195176636,0.12572904,0.0031446517,0.0
195377379,0.11693733,0.0040837037,0.0
195582231,0.11294678,0.0060467636,0.0
195782157,0.11060722,0.0047701416,0.0
195987298,0.11584099,0.0043953536,0.0
196188215,0.08903748,0.004414782,0.0
196388189,0.029939257,0.0022863932,0.0
196592570,0.028327331,0.0025987003,0.0
196795220,0.12779036,0.0036768897,0.0
196998251,0.10188489,0.0028245784,0.0
197203548,0.13917129,0.0038907605,0.0
197404656,0.043870475,0.002475069,0.0
197607785,0.079472214,0.0012779795,0.0
197808644,0.11648709,0.0020664625,0.0
198009364,0.068572685,0.000716644,0.0
198214485,0.05559089,0.0018468644,0.0
198415316,0.041327514,0.0015484472,0.0
198618194,0.051311884,0.0030852158,0.0
198823310,0.0185789,0.0035395096,0.0
199024533,0.077471845,0.0011972205,0.0
199226050,0.101772055,0.007984119,0.0
199425811,0.034480818,0.0071940846,0.0
199630200,0.12985747,0.0047328724,0.0
199835320,0.21149445,0.0022347183,0.0
200036408,0.19790658,0.0012528015,0.0
200237375,0.05996551,0.0048863213,0.0
200439776,0.085689336,0.0049542943,0.0
200640595,0.1081748,0.0033324931,0.0
200847337,0.108467735,0.0016566002,0.0
201048038,0.098434635,0.001798508,0.0
201250951,0.091207124,0.001789869,0.0
201452105,0.089682564,0.0020948634,0.0
201652112,0.16792522,0.0017429828,0.0
201856593,0.026974604,0.0016834125,0.0
202059244,0.09649059,0.0018560583,0.0
202260855,0.20871235,0.0022515743,0.0
202461405,0.018264618,0.0033306882,0.0
202665932,0.085182875,0.0034637572,0.0
202866772,0.16688927,0.0017041389,0.0
203070961,0.077272594,0.001122384,0.0
203275295,0.08318935,0.002085621,0.0
203476894,0.012415848,0.0032975518,0.0
203681377,0.08867968,0.0013853756,0.0
203881410,0.011788844,0.00281455,0.0
204086757,0.08622251,0.004372387,0.0
204288122,0.13236687,0.0030444816,0.0
204487794,0.2157231,0.0038079545,0.0
204691764,0.045018256,0.0032891051,0.0
204892654,0.078280285,0.0031992246,0.0
205092588,0.1085197,0.004216765,0.0
205297741,0.16337904,0.0068007,0.0
205501407,0.22633618,0.0032788785,0.0
205702174,0.15144837,0.0025871072,0.0
205907376,0.21106844,0.0040427963,0.0
206107400,0.22804348,0.0031453776,0.0
206311786,0.23634797,0.0050620884,0.0
206517700,0.13911502,0.0032197507,0.0
206717673,0.030286592,0.0067531206,0.0
206923400,0.106788315,0.006277822,0.0
207122972,0.22235936,0.00146746,0.0
207328432,0.18434656,0.0017142723,0.0
207527796,0.15630834,0.0018493631,0.0
207732957,0.22612117,0.0032308844,0.0
207936599,0.13539179,0.0032890984,0.0
208138166,0.06745408,0.0005029631,0.0
208343298,0.12513341,0.0008483879,0.0
208545344,0.16834806,0.0008846183,0.0
208748660,0.15108383,0.0018448873,0.0
208949601,0.14013293,0.0009638829,0.0
209154625,0.19844922,0.002293649,0.0
209358194,0.08528196,0.0018606323,0.0
209558964,0.066407725,0.0019730534,0.0
209764089,0.051478714,0.0027171618,0.0
209964384,0.15432426,0.0022916205,0.0
210168579,0.22294986,0.0026396483,0.0
210372868,0.026161762,0.0024450368,0.0
210574508,0.18671933,0.0035615412,0.0
210776082,0.12993857,0.0034604263,0.0
210976581,0.04366646,0.0037368091,0.0
211181643,0.035869807,0.0034812875,0.0
211382988,0.018343465,0.004690006,0.0
211588853,0.20354666,0.009653881,0.0
211789635,0.018057143,0.008262776,0.0
211992585,0.06688419,0.0041647926,0.0
212193393,0.03061572,0.0015956366,0.0
212394176,0.02439562,0.0015727984,0.0
212599244,0.024735343,0.00087910285,0.0
212799825,0.025647162,0.0020302818,0.0
213005019,0.052380234,0.0039959466,0.0
213208628,0.07549285,0.0039688936,0.0
213409381,0.085568324,0.0040354873,0.0
213611032,0.06498968,0.006154627,0.0
213810482,0.09383141,0.003436669,0.0
214014977,0.0903657,0.0017476252,0.0
214217370,0.10348815,0.0024334544,0.0
214422485,0.098762766,0.0021068105,0.0
214622502,0.034164038,0.0017945756,0.0
214823287,0.13288799,0.0039053264,0.0
215027774,0.09324477,0.002004691,0.0
215227774,0.10784143,0.0028188007,0.0
215432893,0.092822984,0.004943871,0.0
215636562,0.09613741,0.005533194,0.0
215837709,0.08314946,0.011974995,0.0
216042236,0.048010558,0.0034428292,0.0
216246564,0.08665356,0.0040779905,0.0
216446975,0.09216971,0.006828805,0.0
216653254,0.077707805,0.0046083583,0.0
216853236,0.07557556,0.0031484214,0.0
217058181,0.10172429,0.004382676,0.0
217259002,0.02422224,0.0013354871,0.0
217465788,0.05804068,0.0013435718,0.0
217664881,0.031179462,0.0011722881,0.0
217869367,0.08947465,0.012089719,0.0
218070183,0.09680619,0.004868205,0.0
218275218,0.10542291,0.012640801,0.0
218478974,0.12152273,0.008230714,0.0
218679822,0.013209256,0.005511798,0.0
218884877,0.0055758953,0.0076106605,0.0
219084899,0.0694548,0.008620605,0.0
219286548,0.06908918,0.00872328,0.0
219490210,0.063344024,0.004926522,0.0
219691764,0.048224278,0.0070933835,0.0
219895848,0.0903637,0.0030661612,0.0
220100198,0.03613163,0.012316346,0.0
220300895,0.021564143,0.014863819,0.0
220505413,0.09168042,0.005166098,0.0
220705388,0.08354935,0.013531736,0.0
220910169,0.01221092,0.009931108,0.0
221114542,0.075413644,0.008008615,0.0
221315310,0.08948486,0.010863156,0.0
221519801,0.053042576,0.017729593,0.0
221724081,0.045893624,0.012812594,0.0
221924584,0.109919734,0.015067709,0.0
222126249,0.048302896,0.0086909,0.0
222331221,0.029478045,0.009833648,0.0
222532251,0.18425657,0.005830206,0.0
222732113,0.21501942,0.0062140026,0.0
222935847,0.1894425,0.016648844,0.0
223141343,0.075898394,0.015920227,0.0
223343290,0.10734286,0.010836438,0.0
223546410,0.10726515,0.013110997,0.0
223746989,0.082216166,0.009725319,0.0
223947776,0.13877244,0.0072661196,0.0
224152205,0.083735965,0.0034826936,0.0
224352941,0.06383385,0.006961721,0.0
224554527,0.09307053,0.012013659,0.0
224756223,0.10449398,0.008082425,0.0
224956214,0.07839681,0.0070629036,0.0
225160115,0.021033173,0.010449596,0.0
225360867,0.03491023,0.0087589575,0.0
