timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
126118847,126101230,3997730,654.8275,32.54,93703.0,1.1133467
126179141,126156459,3997730,654.73773,32.54,93704.0,1.1133585
126339933,126317239,3997730,654.7615,32.54,93703.75,1.1133555
126550724,126530575,3997730,654.7166,32.54,93704.25,1.1133615
126761532,126743920,3997730,654.8725,32.54,93702.5,1.1133407
126922285,126904579,3997730,654.8064,32.54,93703.25,1.1133497
127143427,127120607,3997730,654.7166,32.54,93704.25,1.1133615
127354166,127333976,3997730,655.0706,32.53,93700.25,1.113314
127514954,127494575,3997730,654.8936,32.54,93702.25,1.1133378
127725804,127708185,3997730,654.8936,32.54,93702.25,1.1133378
127946579,127923958,3997730,654.8487,32.54,93702.75,1.1133437
128157389,128137240,3997730,655.0495,32.54,93700.5,1.1133169
128318154,128297963,3997730,654.8064,32.54,93703.25,1.1133497
128528954,128511310,3997730,654.93854,32.54,93701.75,1.1133318
128749865,128727151,3997730,654.8936,32.54,93702.25,1.1133378
128960715,128940503,3997730,654.78265,32.54,93703.5,1.1133525
129121379,129101266,3997730,654.91736,32.54,93701.99,1.1133347
129332144,129314533,3997730,655.02576,32.54,93700.75,1.1133199
129552978,129530358,3997730,655.00464,32.54,93701.0,1.1133229
129763885,129743693,3997730,654.93854,32.54,93701.75,1.1133318
129924544,129904393,3997730,655.02576,32.54,93700.75,1.1133199
130135357,130117751,3997730,654.93854,32.54,93701.74,1.1133317
130356289,130333665,3997730,654.73773,32.54,93704.0,1.1133585
130517075,130494444,3997730,654.98346,32.54,93701.24,1.1133257
130727871,130707741,3997730,654.8275,32.54,93703.0,1.1133467
130938673,130921070,3997730,654.8487,32.54,93702.75,1.1133437
131159561,131136909,3997730,654.8064,32.54,93703.25,1.1133497
131320265,131297581,3997730,654.8936,32.54,93702.25,1.1133378
131531123,131510971,3997730,654.8725,32.54,93702.5,1.1133407
131741927,131724307,3997730,654.8725,32.55,93702.5,1.1133407
131962961,131940302,3997730,654.8275,32.54,93703.0,1.1133467
132123537,132100916,3997730,654.98346,32.54,93701.25,1.1133258
132334381,132314252,3997730,654.8487,32.54,93702.75,1.1133437
132545271,132527611,3997730,655.0706,32.54,93700.25,1.113314
132726498,132695800,3997730,654.88306,32.54,93702.39,1.1133394
132946897,132929259,3997730,654.78265,32.54,93703.5,1.1133525
133107570,133089959,3997730,654.8487,32.55,93702.75,1.1133437
133328595,133305954,3997730,654.7615,32.55,93703.75,1.1133555
133539345,133519227,3997730,654.78265,32.55,93703.5,1.1133525
133750293,133732686,3997730,654.7615,32.55,93703.75,1.1133555
133911001,133893393,3997730,654.95966,32.54,93701.5,1.1133288
134131888,134109233,3997730,654.91736,32.55,93702.0,1.1133348
134342703,134322563,3997730,654.8064,32.55,93703.25,1.1133497
134553661,134536054,3997730,654.78265,32.55,93703.5,1.1133525
134714425,134696769,3997730,654.8064,32.55,93703.25,1.1133497
134935229,134912593,3997730,654.7615,32.55,93703.75,1.1133555
135146284,135126105,3997730,654.91736,32.55,93702.0,1.1133348
135357095,135339429,3997730,654.4946,32.55,93706.74,1.1133912
135517649,135500039,3997730,654.7166,32.55,93704.25,1.1133615
135738455,135715835,3997730,654.67163,32.55,93704.75,1.1133674
135949401,135929284,3997730,654.7166,32.55,93704.25,1.1133615
136160354,136142708,3997730,654.8275,32.55,93703.0,1.1133467
136320979,136303317,3997730,654.73773,32.55,93704.0,1.1133585
136541935,136519213,3997730,654.8275,32.55,93703.0,1.1133467
136752739,136732606,3997730,654.67163,32.55,93704.75,1.1133674
136963584,136945969,3997730,654.8725,32.55,93702.5,1.1133407
137124129,137106525,3997730,654.6505,32.55,93705.0,1.1133704
137345156,137322518,3997730,654.7615,32.55,93703.75,1.1133555
137556019,137535908,3997730,654.7166,32.55,93704.25,1.1133615
137716617,137696490,3997730,654.67163,32.55,93704.76,1.1133676
137927379,137909772,3997730,654.8487,32.55,93702.75,1.1133437
138148669,138125669,3997730,654.8936,32.55,93702.25,1.1133378
138309817,138286372,3997730,654.6267,32.55,93705.25,1.1133734
138529968,138512347,3997730,654.93854,32.55,93701.75,1.1133318
138750958,138728317,3997730,654.8064,32.55,93703.25,1.1133497
138961904,138941737,3997730,654.4735,32.55,93707.0,1.1133941
139122445,139102327,3997730,654.8487,32.55,93702.75,1.1133437
139333407,139315779,3997730,654.6267,32.55,93705.25,1.1133734
139554212,139531592,3997730,654.73773,32.559998,93704.0,1.1133585
139765031,139744912,3997730,654.8064,32.55,93703.25,1.1133497
139925678,139905556,3997730,654.6955,32.55,93704.5,1.1133645
140136692,140119071,3997730,654.98346,32.559998,93701.25,1.1133258
140357528,140334912,3997730,654.6955,32.55,93704.5,1.1133645
140518149,140495526,3997730,654.8725,32.55,93702.5,1.1133407
140729107,140708832,3997730,654.8936,32.55,93702.25,1.1133378
140939838,140922162,3997730,655.0706,32.55,93700.25,1.113314
141160738,141138069,3997730,654.6955,32.55,93704.5,1.1133645
141321420,141298803,3997730,654.5395,32.559998,93706.25,1.1133853
141532416,141512240,3997730,654.6505,32.559998,93705.0,1.1133704
141743285,141725534,3997730,654.6505,32.559998,93705.0,1.1133704
141903781,141886146,3997730,654.7615,32.559998,93703.75,1.1133555
142124809,142102163,3997730,654.6505,32.559998,93705.0,1.1133704
142335623,142315496,3997730,654.8064,32.559998,93703.25,1.1133497
142546447,142528843,3997730,654.78265,32.559998,93703.5,1.1133525
142707070,142689459,3997730,654.5845,32.559998,93705.75,1.1133794
142928108,142905435,3997730,654.7166,32.559998,93704.25,1.1133615
143138871,143118731,3997730,654.6505,32.559998,93705.0,1.1133704
143349722,143332080,3997730,654.8275,32.559998,93703.0,1.1133467
143510545,143492812,3997730,654.78265,32.559998,93703.5,1.1133525
143741531,143721253,3997730,654.8275,32.559998,93703.0,1.1133467
143952259,143934645,3997730,654.7615,32.559998,93703.75,1.1133555
144113308,144095259,3997730,654.8936,32.559998,93702.25,1.1133378
144333897,144311206,3997730,654.78265,32.559998,93703.5,1.1133525
144544563,144524448,3997730,654.7615,32.57,93703.75,1.1133555
144755480,144737852,3997730,654.91736,32.57,93702.0,1.1133348
