timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
43303535,43285912,3997730,705.46497,34.03,93133.5,1.10658
43363833,43341107,3997730,705.64465,34.03,93131.49,1.1065562
43464866,43446620,3997730,705.6658,34.03,93131.25,1.1065533
43685413,43662437,3997730,705.64465,34.03,93131.5,1.1065563
43895940,43875810,3997730,705.59973,34.03,93131.99,1.1065621
44107017,44089400,3997730,705.64465,34.03,93131.49,1.1065562
44267616,44250006,3997730,705.3091,34.03,93135.25,1.1066009
44488502,44465842,3997730,705.44385,34.03,93133.75,1.106583
44699260,44679120,3997730,705.576,34.03,93132.25,1.1065652
44910177,44892562,3997730,705.5099,34.03,93132.99,1.106574
45070785,45053106,3997730,705.4227,34.04,93134.0,1.106586
45291601,45268949,3997730,705.6895,34.03,93131.0,1.1065503
45502403,45482291,3997730,705.39886,34.04,93134.25,1.106589
45663090,45642975,3997730,705.64465,34.04,93131.49,1.1065562
45873921,45856261,3997730,705.5336,34.04,93132.74,1.1065711
46094775,46072151,3997730,705.576,34.04,93132.25,1.1065652
46305852,46285514,3997730,705.576,34.04,93132.25,1.1065652
46466474,46446318,3997730,705.62085,34.04,93131.75,1.1065593
46677308,46659701,3997730,705.46497,34.04,93133.5,1.10658
46898129,46875514,3997730,705.4227,34.04,93134.0,1.106586
47109091,47088967,3997730,705.28796,34.04,93135.5,1.1066039
47269788,47249561,3997730,705.4227,34.04,93134.0,1.106586
47480562,47462942,3997730,705.55475,34.04,93132.49,1.1065681
47701453,47678690,3997730,705.5336,34.04,93132.75,1.1065711
47912246,47892129,3997730,705.5336,34.04,93132.75,1.1065711
48072791,48052672,3997730,705.3329,34.04,93135.0,1.1065979
48283641,48266004,3997730,705.5336,34.04,93132.75,1.1065711
48504568,48481801,3997730,705.3751,34.04,93134.5,1.1065919
48715380,48695267,3997730,705.59973,34.04,93131.99,1.1065621
48876110,48855987,3997730,705.64465,34.04,93131.5,1.1065563
49086838,49069214,3997730,705.6658,34.04,93131.25,1.1065533
49307875,49285172,3997730,705.5099,34.05,93132.99,1.106574
49488860,49464304,3997730,705.6182,34.04,93131.8,1.1065598
49709307,49686686,3997730,705.5336,34.04,93132.74,1.1065711
49870030,49847411,3997730,705.44385,34.04,93133.75,1.106583
50080979,50060868,3997730,705.44385,34.05,93133.75,1.106583
