timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
211730563,211707937,3997730,705.8904,34.3,93128.75,1.1065236
211780881,211760645,3997730,706.0225,34.3,93127.25,1.1065058
211941479,211921357,3997730,706.06744,34.309998,93126.75,1.1064998
212102027,212081912,3997730,705.86664,34.309998,93129.0,1.1065266
212312962,212295344,3997730,706.2233,34.309998,93125.0,1.106479
212533838,212511158,3997730,706.04364,34.309998,93127.0,1.1065028
212744666,212724512,3997730,706.0014,34.32,93127.5,1.1065087
212905299,212885177,3997730,706.1335,34.32,93126.0,1.106491
213116172,213098542,3997730,706.08856,34.329998,93126.5,1.1064969
213337048,213314430,3997730,706.3343,34.329998,93123.75,1.1064641
213497606,213474982,3997730,706.1784,34.329998,93125.5,1.106485
213708392,213688268,3997730,706.04364,34.329998,93127.0,1.1065028
213919350,213901654,3997730,706.1784,34.329998,93125.5,1.106485
214140140,214117512,3997730,706.3343,34.34,93123.75,1.1064641
214300765,214278139,3997730,706.3343,34.34,93123.75,1.1064641
214511568,214491456,3997730,706.24445,34.34,93124.75,1.1064761
214722470,214704845,3997730,706.1335,34.34,93126.0,1.106491
214943394,214920716,3997730,706.1573,34.34,93125.75,1.106488
215103894,215081263,3997730,706.1335,34.35,93126.0,1.106491
215314680,215294540,3997730,706.1784,34.35,93125.5,1.106485
215525532,215507922,3997730,706.2894,34.35,93124.25,1.1064701
215686240,215668541,3997730,706.42413,34.35,93122.75,1.1064523
215907095,215884464,3997730,706.62494,34.36,93120.49,1.1064255
216118009,216097822,3997730,706.42413,34.36,93122.75,1.1064523
216328897,216311208,3997730,706.4453,34.36,93122.5,1.1064494
216489565,216471926,3997730,706.4453,34.37,93122.5,1.1064494
216710400,216687762,3997730,706.24445,34.37,93124.75,1.1064761
216921749,216901196,3997730,706.3343,34.37,93123.75,1.1064641
217132419,217114520,3997730,706.2894,34.37,93124.25,1.1064701
217292791,217275175,3997730,706.0225,34.37,93127.25,1.1065058
217513958,217491318,3997730,706.40295,34.38,93123.0,1.1064553
