timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
78939051,1625859292000201,-235560082,-467302086,720135,714862,0.16700001,2.6064413,0.423,0.66300005,0.62,1.14,111,10,0.012,-0.010000001,-0.006,0.05,0.0,0,nan,0.0,3,1,17
79124080,1625859292200201,-235560082,-467302087,720122,714849,0.16100001,2.6064413,0.423,0.66300005,0.62,1.14,111,10,0.008,0.007,0.0050000004,0.035,0.0,0,nan,0.0,3,1,17
79936258,1625859293000201,-235560083,-467302088,720071,714798,0.15,2.6064422,0.423,0.66300005,0.62,1.14,111,11,0.015000001,0.003,0.014,0.023000002,0.0,0,nan,0.0,3,1,17
80959024,1625859294000200,-235560085,-467302091,720005,714732,0.12200001,2.6064436,0.423,0.66200006,0.62,1.14,111,12,0.004,-0.004,-0.001,-0.006,0.0,0,nan,0.0,3,1,17
81943023,1625859295000200,-235560086,-467302093,719967,714694,0.148,2.6064446,0.423,0.66200006,0.62,1.14,111,11,0.011000001,-0.008,0.008,0.012,0.0,0,nan,0.0,3,1,17
82946126,1625859296000200,-235560088,-467302096,719951,714678,0.16700001,2.6064458,0.423,0.66300005,0.62,1.14,111,6,0.0050000004,0.004,0.003,0.034,0.0,0,nan,0.0,3,1,17
83941404,1625859297000199,-235560090,-467302099,719919,714646,0.165,2.6064467,0.423,0.66300005,0.62,1.14,111,6,0.007,0.006,-0.002,0.034,0.0,0,nan,0.0,3,1,17
84945022,1625859298000199,-235560091,-467302102,719915,714642,0.14400001,2.6064475,0.423,0.66300005,0.62,1.14,111,12,0.006,-0.0050000004,-0.004,0.010000001,0.0,0,nan,0.0,3,1,17
85923167,1625859299000199,-235560092,-467302105,719948,714675,0.16100001,2.6064484,0.42200002,0.66300005,0.62,1.14,111,7,0.007,-0.007,0.002,0.018000001,0.0,0,nan,0.0,3,1,17
86954066,1625859300000198,-235560092,-467302106,719995,714722,0.15900001,2.6064494,0.42200002,0.66300005,0.62,1.14,111,8,0.008,0.004,-0.006,0.027,0.0,0,nan,0.0,3,1,17
87930021,1625859301000198,-235560092,-467302106,720035,714762,0.115,2.6064506,0.42100003,0.66400003,0.64,1.22,111,7,0.007,0.002,0.007,0.006,0.0,0,nan,0.0,3,1,16
88946229,1625859302000198,-235560092,-467302107,720056,714783,0.1,2.6064517,0.42100003,0.665,0.64,1.22,111,7,0.011000001,-0.001,0.011000001,0.003,0.0,0,nan,0.0,3,1,16
89935023,1625859303000198,-235560093,-467302106,720075,714802,0.091000006,2.6064527,0.42100003,0.66700006,0.64,1.22,111,7,0.057000004,-0.028,0.05,-0.012,0.0,0,nan,0.0,3,1,16
90960019,1625859304000197,-235560091,-467302107,720089,714816,0.108,0.27767858,0.42100003,0.669,0.64,1.22,111,6,0.36,0.32000002,-0.165,0.18900001,5.813668,0,nan,0.0,3,1,16
91935023,1625859305000197,-235560090,-467302106,720086,714813,0.094000004,0.27768555,0.42100003,0.669,0.62,1.14,111,8,0.038000003,-0.032,0.020000001,-0.004,5.813668,0,nan,0.0,3,1,17
92955021,1625859306000197,-235560092,-467302105,720089,714816,0.097,0.2776904,0.42200002,0.671,0.62,1.14,111,14,0.046000004,-0.028,0.036000002,0.014,5.813668,0,nan,0.0,3,1,17
93940075,1625859307000196,-235560097,-467302104,720093,714820,0.095000006,0.27769548,0.42200002,0.67300004,0.62,1.14,111,7,0.028,-0.016,0.023000002,0.010000001,5.813668,0,nan,0.0,3,1,17
94940085,1625859308000196,-235560095,-467302100,720237,714964,0.16000001,0.45476803,0.423,0.674,0.62,1.14,111,7,0.22200002,0.038000003,0.21900001,-0.507,0.03839375,0,nan,0.0,3,1,17
95937022,1625859309000196,-235560089,-467302054,721101,715828,0.12200001,0.15684488,0.42200002,0.67200005,0.62,1.14,111,5,0.629,0.117000006,0.61800003,-0.49500003,1.3552355,0,nan,0.0,3,1,17
96935024,1625859310000196,-235560079,-467301998,720911,715638,0.09900001,0.25003847,0.42100003,0.66800004,0.64,1.22,112,13,0.40300003,0.106000006,0.38900003,0.13000001,1.3163748,0,nan,0.0,3,1,16
97933149,1625859311000195,-235560069,-467301981,720706,715433,0.14400001,0.6744944,0.41900003,0.666,0.62,1.14,112,7,0.14400001,0.102000006,0.101,0.15900001,0.8930579,0,nan,0.0,3,1,17
98956135,1625859312000195,-235560079,-467302003,720851,715578,0.134,0.67840683,0.41900003,0.66400003,0.64,1.22,112,6,0.16000001,0.008,-0.16000001,-0.149,4.1788397,0,nan,0.0,3,1,16
99947036,1625859313000195,-235560074,-467301996,720896,715623,0.108,0.41228968,0.41700003,0.661,0.62,1.14,112,7,0.20400001,0.18200001,0.09200001,0.091000006,0.1300361,0,nan,0.0,3,1,17
100935054,1625859314000194,-235560065,-467301988,720823,715550,0.164,0.3861347,0.416,0.65800005,0.64,1.22,112,14,0.049000002,0.020000001,0.045,0.104,0.36912578,0,nan,0.0,3,1,16
101940481,1625859315000194,-235560063,-467301987,720832,715559,0.149,0.4205304,0.41500002,0.657,0.62,1.14,112,12,0.032,-0.032,0.0,-0.048,0.4436276,0,nan,0.0,3,1,17
102945022,1625859316000194,-235560068,-467301988,720970,715697,0.16100001,0.42053568,0.41400003,0.656,0.62,1.14,112,9,0.037,-0.029000001,0.024,-0.16000001,0.4436276,0,nan,0.0,3,1,17
103941066,1625859317000194,-235560072,-467301991,721149,715876,0.16600001,0.42054215,0.41300002,0.65400004,0.62,1.14,112,7,0.057000004,-0.039,-0.042000003,-0.20400001,0.4436276,0,nan,0.0,3,1,17
104951023,1625859318000193,-235560068,-467301984,721489,716216,0.15,0.3393337,0.41200003,0.65300006,0.62,1.14,112,8,0.268,0.134,0.23200001,-0.39600003,0.80860317,0,nan,0.0,3,1,17
105937022,1625859319000193,-235560053,-467301945,721640,716367,0.09,0.21442626,0.411,0.652,0.62,1.14,112,7,0.46500003,0.062000003,0.46100003,0.054,1.3239964,0,nan,0.0,3,1,17
106942175,1625859320000193,-235560049,-467301875,721744,716471,0.085,0.10873838,0.41000003,0.64900005,0.62,1.14,112,7,0.86600006,-0.015000001,0.86600006,-0.064,1.5980656,0,nan,0.0,3,1,17
107937076,1625859321000192,-235560047,-467301741,721669,716396,0.089,0.058059424,0.409,0.64900005,0.62,1.14,112,5,1.7580001,-0.17400001,1.7490001,0.25800002,1.6231065,0,nan,0.0,3,1,17
