timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
82050125,1623530766600263,-235559951,-467302312,721312,716039,0.17400001,2.840496,0.58000004,1.215,0.71999997,1.29,86,12,0.026,-0.019000001,0.018000001,-0.026,0.0,0,nan,0.0,3,1,15
82288932,1623530766800263,-235559952,-467302314,721354,716081,0.23,2.840496,0.58000004,1.215,0.71999997,1.29,86,15,0.010000001,0.007,-0.006,-0.025,0.0,0,nan,0.0,3,1,15
83233034,1623530767800263,-235559958,-467302321,721522,716249,0.18800001,2.840496,0.57900006,1.2160001,0.71999997,1.29,86,13,0.011000001,-0.011000001,-0.002,-0.013,0.0,0,nan,0.0,3,1,15
84246377,1623530768800263,-235559963,-467302329,721731,716458,0.23,2.840496,0.57900006,1.218,0.71999997,1.29,86,11,0.013,-0.0050000004,-0.012,-0.030000001,0.0,0,nan,0.0,3,1,15
85243472,1623530769800262,-235559968,-467302338,721998,716725,0.201,2.840496,0.578,1.218,0.71999997,1.29,86,9,0.004,-0.004,0.001,0.009000001,0.0,0,nan,0.0,3,1,15
86246040,1623530770800262,-235559971,-467302348,722302,717029,0.187,2.840496,0.578,1.218,0.71999997,1.29,86,17,0.012,0.004,0.011000001,-0.015000001,0.0,0,nan,0.0,3,1,15
87239031,1623530771800262,-235559974,-467302357,722587,717314,0.15900001,2.840496,0.577,1.218,0.71999997,1.29,86,20,0.006,0.002,0.0050000004,-0.006,0.0,0,nan,0.0,3,1,15
88246281,1623530772800262,-235559977,-467302365,722838,717565,0.14500001,2.840496,0.577,1.218,0.71999997,1.29,86,12,0.015000001,0.011000001,0.010000001,-0.006,0.0,0,nan,0.0,3,1,15
89245033,1623530773800261,-235559978,-467302373,723007,717734,0.155,2.840496,0.577,1.218,0.71999997,1.29,86,12,0.017,-0.011000001,0.013,-0.013,0.0,0,nan,0.0,3,1,15
90246074,1623530774800261,-235559976,-467302380,723101,717828,0.156,2.840496,0.577,1.222,0.78999996,1.52,86,12,0.019000001,-0.019000001,0.001,-0.008,0.0,0,nan,0.0,3,1,14
91242711,1623530775800261,-235559973,-467302386,723137,717864,0.224,2.840496,0.578,1.225,0.78999996,1.52,86,12,0.004,-0.003,-0.003,0.021000002,0.0,0,nan,0.0,3,1,14
92249385,1623530776800261,-235559970,-467302393,723210,717937,0.19900002,2.840496,0.57900006,1.2260001,0.78999996,1.52,86,11,0.012,-0.011000001,-0.0050000004,0.013,0.0,0,nan,0.0,3,1,14
93240224,1623530777800260,-235559967,-467302399,723279,718006,0.22200002,2.840496,0.57900006,1.2240001,0.78999996,1.52,86,17,0.015000001,0.013,-0.007,0.052,0.0,0,nan,0.0,3,1,14
