timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
546867695,1628803043400083,-235560102,-467301151,730912,725639,0.21100001,0.7614599,0.707,1.291,0.69,1.0799999,65,43,0.007,0.007,0.0,-0.006,6.005067,0,nan,0.0,4,0,1,15,0
547057874,1628803043600083,-235560103,-467301151,730889,725616,0.224,0.7614608,0.708,1.292,0.69,1.0799999,65,21,0.001,-0.001,0.0,0.011000001,6.005067,0,nan,0.0,4,0,1,15,0
547457006,1628803044000084,-235560103,-467301151,730867,725594,0.171,0.76146203,0.71000004,1.2930001,0.69,1.0799999,65,21,0.034,-0.0050000004,0.033,-0.018000001,6.005067,0,nan,0.0,4,0,1,15,0
547856881,1628803044400084,-235560102,-467301152,730838,725565,0.20600002,0.7614636,0.712,1.2950001,0.69,1.0799999,65,21,0.010000001,-0.008,-0.0050000004,-0.016,6.005067,0,nan,0.0,4,0,1,15,0
548457002,1628803045000084,-235560101,-467301155,730800,725527,0.215,0.76146585,0.716,1.304,0.69,1.0799999,65,42,0.013,-0.010000001,0.009000001,-0.024,6.005067,0,nan,0.0,4,0,1,15,0
548857875,1628803045400085,-235560100,-467301157,730771,725498,0.20600002,0.7614674,0.72,1.3110001,0.69,1.0799999,65,42,0.028,-0.027,-0.006,0.001,6.005067,0,nan,0.0,4,0,1,15,0
549456280,1628803046000085,-235560097,-467301159,730745,725472,0.22000001,0.76146966,0.72400004,1.3210001,0.69,1.0799999,65,29,0.011000001,-0.006,0.009000001,-0.019000001,6.005067,0,nan,0.0,4,0,1,15,0
549856881,1628803046400086,-235560096,-467301162,730720,725447,0.26500002,0.7614714,0.72700006,1.3280001,0.69,1.0799999,65,29,0.010000001,0.010000001,0.003,-0.031000001,6.005067,0,nan,0.0,4,0,1,15,0
550456917,1628803047000086,-235560093,-467301167,730710,725437,0.22600001,0.7614741,0.73,1.337,0.69,1.0799999,65,17,0.016,-0.015000001,0.006,-0.033,6.005067,0,nan,0.0,4,0,1,15,0
550857876,1628803047400087,-235560091,-467301168,730713,725440,0.19800001,0.76147574,0.73300004,1.345,0.69,1.0799999,65,17,0.016,-0.013,-0.009000001,0.003,6.005067,0,nan,0.0,4,0,1,15,0
551454101,1628803048000087,-235560087,-467301172,730742,725469,0.178,0.761478,0.73600006,1.355,0.69,1.0799999,65,62,0.013,0.004,-0.013,0.0050000004,6.005067,0,nan,0.0,4,0,1,15,0
551853502,1628803048400088,-235560085,-467301173,730738,725465,0.25800002,0.7614798,0.73800004,1.3610001,0.69,1.0799999,65,62,0.014,-0.006,0.013,0.033,6.005067,0,nan,0.0,4,0,1,15,0
552456885,1628803049000088,-235560080,-467301175,730815,725542,0.224,0.76148224,0.74,1.368,0.69,1.0799999,65,61,0.003,0.002,-0.003,0.020000001,6.005067,0,nan,0.0,4,0,1,15,0
552857307,1628803049400088,-235560078,-467301176,730841,725568,0.17500001,0.7614838,0.74200004,1.3720001,0.69,1.0799999,65,61,0.013,-0.008,0.010000001,-0.002,6.005067,0,nan,0.0,4,0,1,15,0
553454899,1628803050000089,-235560073,-467301180,730889,725616,0.179,0.76148605,0.74200004,1.3750001,0.69,1.0799999,65,43,0.025,0.009000001,-0.023000002,-0.003,6.005067,0,nan,0.0,4,0,1,15,0
553857872,1628803050400089,-235560070,-467301182,730905,725632,0.22500001,0.76148766,0.74300003,1.3770001,0.69,1.0799999,65,43,0.009000001,-0.003,-0.008,-0.021000002,6.005067,0,nan,0.0,4,0,1,15,0
554456927,1628803051000090,-235560067,-467301183,730906,725633,0.19600001,0.7614899,0.74200004,1.373,0.69,1.0799999,65,46,0.016,0.012,-0.010000001,-0.007,6.005067,0,nan,0.0,4,0,1,15,0
554856880,1628803051400090,-235560066,-467301185,730918,725645,0.21800001,0.7614913,0.74200004,1.3720001,0.69,1.0799999,65,46,0.003,0.003,0.001,0.024,6.005067,0,nan,0.0,4,0,1,15,0
555457875,1628803052000091,-235560064,-467301187,730935,725662,0.172,0.76149327,0.74100006,1.3700001,0.69,1.0799999,65,48,0.013,-0.001,0.013,0.003,6.005067,0,nan,0.0,4,0,1,15,0
555859125,1628803052400091,-235560063,-467301188,730932,725659,0.187,0.7614948,0.74100006,1.3690001,0.69,1.0799999,65,48,0.027,0.016,0.022000002,0.015000001,6.005067,0,nan,0.0,4,0,1,15,0
556458882,1628803053000092,-235560061,-467301191,730964,725691,0.19700001,0.7614967,0.739,1.366,0.69,1.0799999,65,35,0.002,-0.002,0.0,-0.010000001,6.005067,0,nan,0.0,4,0,1,15,0
556858899,1628803053400092,-235560060,-467301192,730970,725697,0.202,0.7614983,0.739,1.363,0.69,1.0799999,65,35,0.004,0.004,0.002,-0.009000001,6.005067,0,nan,0.0,4,0,1,15,0
557457882,1628803054000093,-235560061,-467301194,731016,725743,0.194,0.76150036,0.73800004,1.36,0.69,1.0799999,65,46,0.022000002,-0.022000002,-0.003,-0.019000001,6.005067,0,nan,0.0,4,0,1,15,0
