timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
95842031,1623530780400260,-235559960,-467302407,723222,717949,0.24000001,2.840496,0.57900006,1.22,0.78999996,1.52,86,17,0.021000002,0.013,0.017,0.08800001,0.0,0,nan,0.0,3,1,14
96048876,1623530780600260,-235559960,-467302407,723216,717943,0.24200001,2.840496,0.57900006,1.22,0.78999996,1.52,86,17,0.012,-0.009000001,0.008,0.063,0.0,0,nan,0.0,3,1,14
96840034,1623530781400259,-235559957,-467302407,723207,717934,0.24200001,2.840496,0.58000004,1.217,0.78999996,1.52,86,12,0.010000001,0.003,0.010000001,0.075,0.0,0,nan,0.0,3,1,14
97846064,1623530782400259,-235559955,-467302406,723174,717901,0.24100001,2.840496,0.58100003,1.2160001,0.78999996,1.52,86,14,0.012,-0.011000001,0.004,0.052,0.0,0,nan,0.0,3,1,14
98846032,1623530783400259,-235559953,-467302405,723157,717884,0.24300002,2.840496,0.582,1.215,0.78999996,1.52,86,15,0.027,-0.026,0.007,0.11000001,0.0,0,nan,0.0,3,1,14
100045043,1623530784600259,-235559953,-467302403,723064,717791,0.24000001,2.840496,0.583,1.21,0.84,1.5999999,86,12,0.011000001,-0.006,0.009000001,0.08400001,0.0,0,nan,0.0,3,1,13
100837041,1623530785400258,-235559956,-467302401,723037,717764,0.193,2.840496,0.583,1.2030001,0.78,1.35,86,17,0.026,-0.026,0.001,0.020000001,0.0,0,nan,0.0,3,1,14
102040071,1623530786600258,-235559963,-467302398,723122,717849,0.134,2.840496,0.58000004,1.1810001,0.78,1.35,87,17,0.15100001,0.015000001,0.15,0.012,0.0,0,nan,0.0,3,1,14
102851037,1623530787400258,-235559957,-467302372,723297,718024,0.17400001,0.294566,0.57900006,1.171,0.84,1.5999999,87,16,0.58000004,0.38200003,0.43600002,0.4,0.95530367,0,nan,0.0,3,1,13
104046036,1623530788600258,-235559970,-467302355,723682,718409,0.27400002,0.50704694,0.87200004,1.7520001,0.84,1.5999999,87,10,0.042000003,-0.033,0.025,0.284,0.9735246,0,nan,0.0,3,1,13
105036028,1623530789600257,-235559990,-467302341,724547,719274,0.26200002,0.50705427,1.021,2.0400002,0.78999996,1.52,87,9,0.016,0.016,0.002,0.079,0.9735246,0,nan,0.0,3,1,14
106044180,1623530790600257,-235560003,-467302330,725184,719911,0.231,0.50706124,0.9110001,1.8140001,0.71999997,1.29,93,19,0.034,-0.016,0.030000001,0.024,0.9735246,0,nan,0.0,3,1,15
