timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
143348027,1623529956200441,-235560231,-467302172,730905,725632,0.194,0.580201,0.63500005,1.1730001,0.68,1.17,92,9,0.014,-0.013,0.0050000004,0.015000001,1.0269735,0,nan,0.0,3,1,16
143573993,1623529956400441,-235560231,-467302172,730876,725603,0.134,0.5802017,0.634,1.172,0.68,1.17,92,9,0.010000001,-0.006,-0.009000001,-0.004,1.0269735,0,nan,0.0,3,1,16
144551105,1623529957400441,-235560234,-467302171,730745,725472,0.178,0.58020586,0.63100004,1.1630001,0.68,1.17,92,9,0.017,0.013,0.012,-0.017,1.0269735,0,nan,0.0,3,1,16
145547030,1623529958400441,-235560237,-467302173,730668,725395,0.16600001,0.5802101,0.62700003,1.149,0.68,1.17,91,13,0.017,-0.015000001,0.008,-0.023000002,1.0269735,0,nan,0.0,3,1,16
146546048,1623529959400440,-235560237,-467302177,730595,725322,0.13900001,0.58021426,0.623,1.1370001,0.68,1.17,91,14,0.008,0.008,-0.001,0.001,1.0269735,0,nan,0.0,3,1,16
147546187,1623529960400440,-235560236,-467302180,730493,725220,0.13800001,0.58021843,0.62,1.126,0.68,1.17,91,9,0.016,0.003,0.015000001,-0.009000001,1.0269735,0,nan,0.0,3,1,16
148540094,1623529961400440,-235560232,-467302183,730340,725067,0.192,0.58022285,0.61600006,1.116,0.68,1.17,92,5,0.008,-0.008,0.0,-0.029000001,1.0269735,0,nan,0.0,3,1,16
149551070,1623529962400440,-235560226,-467302188,730180,724907,0.17300001,0.5802272,0.614,1.107,0.68,1.17,91,8,0.008,0.001,-0.008,-0.008,1.0269735,0,nan,0.0,3,1,16
150551036,1623529963400439,-235560219,-467302197,730064,724791,0.17600001,0.58023155,0.611,1.098,0.68,1.17,91,11,0.016,0.012,0.011000001,0.021000002,1.0269735,0,nan,0.0,3,1,16
151559036,1623529964400439,-235560213,-467302207,729929,724656,0.128,0.58023524,0.60800004,1.088,0.68,1.17,91,10,0.015000001,-0.012,-0.009000001,-0.002,1.0269735,0,nan,0.0,3,1,16
152546027,1623529965400439,-235560204,-467302217,729854,724581,0.18800001,0.5802394,0.606,1.08,0.68,1.17,91,6,0.015000001,-0.014,-0.004,0.014,1.0269735,0,nan,0.0,3,1,16
153550150,1623529966400438,-235560193,-467302227,729807,724534,0.18,0.5802429,0.60400003,1.0730001,0.68,1.17,91,10,0.026,0.0,0.026,0.024,1.0269735,0,nan,0.0,3,1,16
154552056,1623529967400438,-235560179,-467302237,729715,724442,0.15300001,0.5802472,0.60200006,1.0660001,0.68,1.17,91,14,0.034,0.033,-0.009000001,0.031000001,1.0269735,0,nan,0.0,3,1,16
155549029,1623529968400438,-235560168,-467302248,729611,724338,0.13900001,0.45899034,0.59900004,1.056,0.68,1.17,91,15,0.053000003,-0.004,0.053000003,0.013,2.0118494,0,nan,0.0,3,1,16
