timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
598054222,1623531282600129,-235559984,-467302491,728968,723695,0.18900001,0.7571576,0.42600003,0.85,0.71999997,1.31,131,21,0.0050000004,0.0050000004,-0.002,0.08400001,4.29304,0,nan,0.0,3,1,15
598253222,1623531282800129,-235559985,-467302492,728937,723664,0.192,0.75715834,0.42600003,0.85,0.71999997,1.31,132,41,0.006,-0.006,0.001,0.060000002,4.29304,0,nan,0.0,3,1,15
599054966,1623531283600128,-235559987,-467302496,728804,723531,0.19000001,0.75716114,0.425,0.85,0.71999997,1.31,132,41,0.002,-0.002,0.0,0.036000002,4.29304,0,nan,0.0,3,1,15
600043037,1623531284600128,-235559989,-467302500,728659,723386,0.192,0.75716484,0.42400002,0.84900004,0.71999997,1.31,132,30,0.003,0.0,0.003,0.049000002,4.29304,0,nan,0.0,3,1,15
601053044,1623531285600128,-235559991,-467302503,728590,723317,0.186,0.7571681,0.423,0.85,0.71999997,1.31,132,26,0.003,-0.003,-0.001,0.027,4.29304,0,nan,0.0,3,1,15
602053034,1623531286600128,-235559992,-467302504,728541,723268,0.165,0.7571709,0.42200002,0.85,0.71999997,1.31,131,16,0.026,-0.014,0.023000002,0.036000002,4.29304,0,nan,0.0,3,1,15
603050035,1623531287600127,-235559992,-467302506,728499,723226,0.125,0.7571736,0.42100003,0.851,0.71999997,1.31,131,7,0.024,-0.023000002,0.007,0.013,4.29304,0,nan,0.0,3,1,15
604055032,1623531288600127,-235559996,-467302508,728536,723263,0.09,0.37260893,0.42000002,0.85400003,0.71999997,1.31,131,15,0.216,-0.21400002,0.026,-0.058000002,3.1659763,0,nan,0.0,3,1,15
605055032,1623531289600127,-235559981,-467302509,728435,723162,0.11000001,0.12724462,0.42000002,0.85600007,0.71999997,1.31,131,12,0.076000005,0.076000005,-0.006,0.044000003,0.0059112553,0,nan,0.0,3,1,15
606051034,1623531290600127,-235559980,-467302509,728310,723037,0.185,0.12726277,0.41900003,0.855,0.71999997,1.31,131,14,0.012,0.006,0.010000001,0.05,0.0059112553,0,nan,0.0,3,1,15
607061063,1623531291600126,-235559981,-467302508,728150,722877,0.104,0.12727866,0.41900003,0.85600007,0.71999997,1.31,131,10,0.010000001,-0.003,0.010000001,0.004,0.0059112553,0,nan,0.0,3,1,15
608059028,1623531292600126,-235559982,-467302508,727964,722691,0.18400002,0.12729803,0.41900003,0.85700005,0.71999997,1.31,131,19,0.008,-0.007,0.004,0.028,0.0059112553,0,nan,0.0,3,1,15
609057038,1623531293600126,-235559983,-467302505,727828,722555,0.142,0.12731303,0.418,0.85800004,0.71999997,1.31,131,14,0.055000003,-0.043,-0.034,0.049000002,0.0059112553,0,nan,0.0,3,1,15
610057114,1623531294600125,-235559980,-467302509,727632,722359,0.156,0.66586137,0.418,0.86,0.71999997,1.31,130,15,0.028,-0.023000002,-0.016,0.031000001,0.005830272,0,nan,0.0,3,1,15
611055036,1623531295600125,-235560020,-467302516,727548,722275,0.102000006,0.13286354,0.41900003,0.86,0.71999997,1.31,130,13,0.76100004,-0.76100004,0.002,0.060000002,3.224683,0,nan,0.0,3,1,15
612054595,1623531296600125,-235560045,-467302521,727475,722202,0.102000006,0.78480387,0.423,0.86500007,0.71999997,1.31,130,16,0.141,-0.038000003,-0.136,0.029000001,3.3516703,0,nan,0.0,3,1,15
613056122,1623531297600125,-235560047,-467302524,727569,722296,0.163,0.7848063,0.42600003,0.86700004,0.71999997,1.31,122,17,0.024,-0.006,-0.024,0.034,3.3516703,0,nan,0.0,3,1,15
614055045,1623531298600124,-235560049,-467302526,727739,722466,0.172,0.7848094,0.42900002,0.869,0.71999997,1.31,121,9,0.012,0.007,0.010000001,0.028,3.3516703,0,nan,0.0,3,1,15
615049031,1623531299600124,-235560051,-467302528,727904,722631,0.16600001,0.7848124,0.43100002,0.87100005,0.71999997,1.31,121,12,0.012,0.012,0.0,0.025,3.3516703,0,nan,0.0,3,1,15
616056034,1623531300600124,-235560053,-467302531,728080,722807,0.177,0.7848154,0.43300003,0.87200004,0.71999997,1.31,121,20,0.006,0.006,0.0,0.058000002,3.3516703,0,nan,0.0,3,1,15
617054198,1623531301600124,-235560053,-467302533,728255,722982,0.17,0.78481805,0.43600002,0.874,0.71999997,1.31,121,31,0.019000001,-0.016,0.010000001,0.032,3.3516703,0,nan,0.0,3,1,15
