timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
382518408,1628794525600492,-235560544,-467302068,731104,725831,0.216,0.6343511,0.65000004,1.3510001,0.64,1.09,97,53,0.013,-0.006,-0.011000001,-0.015000001,5.7414517,0,nan,0.0,3,0,1,15,0
382671721,1628794525800492,-235560545,-467302069,731130,725857,0.18900001,0.6343519,0.65000004,1.3490001,0.64,1.09,97,53,0.016,0.007,0.014,0.010000001,5.7414517,0,nan,0.0,3,0,1,15,0
382871454,1628794526000492,-235560546,-467302070,731155,725882,0.15900001,0.6343526,0.64900005,1.348,0.61,1.0,97,53,0.029000001,-0.001,-0.029000001,-0.0050000004,5.7414517,0,nan,0.0,3,0,1,16,0
383473880,1628794526600493,-235560550,-467302073,731261,725988,0.231,0.6343554,0.648,1.3440001,0.61,1.0,97,32,0.010000001,-0.001,0.010000001,-0.044000003,5.7414517,0,nan,0.0,3,0,1,16,0
383875610,1628794527000493,-235560549,-467302074,731248,725976,0.23600002,0.6343574,0.65800005,1.355,0.61,1.0,97,32,0.054,0.034,-0.042000003,0.025,5.7414517,0,nan,0.0,3,0,1,16,0
384475876,1628794527600494,-235560550,-467302079,731265,725992,0.18800001,0.63436013,0.66400003,1.3690001,0.61,1.0,106,53,0.043,0.024,-0.035,0.029000001,5.7414517,0,nan,0.0,3,0,1,16,0
384874424,1628794528000494,-235560552,-467302080,731290,726017,0.194,0.6343619,0.66700006,1.3740001,0.61,1.0,106,53,0.027,-0.012,0.024,-0.021000002,5.7414517,0,nan,0.0,3,0,1,16,0
385473469,1628794528600495,-235560554,-467302083,731279,726006,0.26000002,0.6343652,0.67,1.381,0.61,1.0,99,53,0.016,-0.002,-0.016,-0.068,5.7414517,0,nan,0.0,3,0,1,16,0
385874173,1628794529000495,-235560553,-467302086,731326,726054,0.254,0.63436747,0.67200005,1.383,0.59,0.94,99,53,0.013,0.013,-0.0050000004,-0.079,5.7414517,0,nan,0.0,3,0,1,17,0
386472899,1628794529600496,-235560552,-467302090,731564,726291,0.245,0.63437116,0.67300004,1.381,0.59,0.94,98,31,0.025,0.010000001,0.023000002,-0.38500002,5.7414517,0,nan,0.0,4,0,1,17,0
386875906,1628794530000496,-235560549,-467302088,731899,726626,0.238,0.6343769,0.67200005,1.376,0.59,0.94,98,31,0.08400001,0.066,0.052,-0.711,5.7414517,0,nan,0.0,4,0,1,17,0
387475425,1628794530600496,-235560543,-467302083,732507,727234,0.23900001,0.63438845,0.67,1.371,0.59,0.94,92,56,0.14500001,0.078,0.123,-0.934,5.7414517,0,nan,0.0,4,0,1,17,0
387875007,1628794531000497,-235560541,-467302078,733000,727727,0.23900001,0.6343975,0.66800004,1.366,0.59,0.94,92,56,0.091000006,0.05,0.075,-1.105,5.7414517,0,nan,0.0,4,0,1,17,0
388476881,1628794531600497,-235560539,-467302069,733672,728399,0.215,0.634413,0.66400003,1.3520001,0.59,0.94,92,49,0.102000006,-0.019000001,0.1,-1.256,5.7414517,0,nan,0.0,4,0,1,17,0
388875018,1628794532000498,-235560538,-467302066,734101,728828,0.22500001,0.63442457,0.66,1.34,0.59,0.94,92,49,0.057000004,0.057000004,0.0050000004,-1.365,5.7414517,0,nan,0.0,4,0,1,17,0
389474439,1628794532600498,-235560536,-467302061,734824,729551,0.22900002,0.6344432,0.65800005,1.3260001,0.59,0.94,92,36,0.08400001,0.075,-0.038000003,-1.4360001,5.7414517,0,nan,0.0,4,0,1,17,0
389875031,1628794533000499,-235560540,-467302059,735328,730055,0.22800002,0.63445544,0.657,1.319,0.59,0.94,92,36,0.15100001,-0.075,-0.132,-1.427,5.7414517,0,nan,0.0,4,0,1,17,0
390475012,1628794533600499,-235560536,-467302061,736187,730914,0.23400001,0.7454699,0.66,1.317,0.59,0.93,92,52,0.049000002,0.037,-0.031000001,-1.552,5.7856965,0,nan,0.0,4,0,1,17,0
390874012,1628794534000499,-235560535,-467302060,736710,731437,0.22000001,0.74548125,0.65900004,1.307,0.59,0.93,92,52,0.10300001,-0.055000003,-0.086,-1.5250001,5.7856965,0,nan,0.0,4,0,1,17,0
391473885,1628794534599500,-235560541,-467302061,737689,732416,0.30200002,0.74550045,0.671,1.307,0.59,0.93,92,34,0.179,-0.14500001,-0.104,-1.8100001,5.7856965,0,nan,0.0,4,0,1,17,0
391875577,1628794534999501,-235560542,-467302061,738434,733161,0.252,0.74551475,0.675,1.3060001,0.59,0.93,92,34,0.126,-0.093,-0.085,-2.065,5.7856965,0,nan,0.0,4,0,1,17,0
392475020,1628794535599501,-235560542,-467302063,739419,734146,0.23400001,0.7455374,0.67700005,1.299,0.59,0.93,92,39,0.069000006,0.057000004,-0.040000003,-1.9690001,5.7856965,0,nan,0.0,4,0,1,17,0
392875040,1628794535999502,-235560539,-467302067,739687,734414,0.231,0.7777196,0.67700005,1.291,0.59,0.93,92,39,0.20300001,0.125,-0.16000001,-1.069,5.5906916,0,nan,0.0,4,0,1,17,0
393472889,1628794536599502,-235560536,-467302051,739359,734086,0.20500001,0.77772355,0.66700006,1.2620001,0.59,0.93,92,31,0.125,0.091000006,-0.086,0.462,5.5906916,0,nan,0.0,4,0,1,17,0
393878867,1628794536999503,-235560534,-467302050,738920,733647,0.21900001,0.777729,0.666,1.251,0.59,0.93,92,31,0.08800001,-0.001,-0.08800001,0.82900006,5.5906916,0,nan,0.0,4,0,1,17,0
394474554,1628794537599503,-235560529,-467302049,738155,732882,0.224,0.7777386,0.666,1.2420001,0.59,0.93,92,40,0.080000006,0.079,-0.010000001,0.924,5.5906916,0,nan,0.0,4,0,1,17,0
394874995,1628794537999504,-235560527,-467302053,737628,732355,0.22100002,0.7777452,0.66700006,1.2370001,0.59,0.93,92,40,0.19800001,0.060000002,-0.18900001,0.90200007,5.5906916,0,nan,0.0,4,0,1,17,0
395474167,1628794538599503,-235560509,-467302095,736877,731604,0.16000001,0.15960948,0.66700006,1.2270001,0.59,0.93,92,30,1.095,0.437,-1.0040001,0.753,5.0875893,0,nan,0.0,4,0,1,17,0
395877895,1628794538999505,-235560487,-467302137,736471,731198,0.16800001,0.13339166,0.66700006,1.2240001,0.59,0.93,92,30,1.1910001,0.526,-1.0680001,0.70000005,5.156431,0,nan,0.0,4,0,1,17,0
396475928,1628794539599504,-235560471,-467302175,735864,730591,0.16900001,0.30730516,0.66300005,1.2110001,0.59,0.93,92,39,0.43600002,0.143,-0.41200003,0.76900005,5.0839257,0,nan,0.0,4,0,1,17,0
396876885,1628794539999506,-235560469,-467302181,735522,730249,0.22000001,0.64570934,0.66300005,1.2090001,0.59,0.93,92,39,0.141,-0.043,-0.134,0.69500005,5.030432,0,nan,0.0,4,0,1,17,0
