timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
717487139,1628794860599783,-235560446,-467301994,725845,720572,0.16800001,0.401927,0.66200006,1.1960001,0.59999996,0.90999997,71,50,0.018000001,-0.002,-0.018000001,0.002,3.5585127,0,nan,0.0,4,0,1,16,0
718086925,1628794861199784,-235560450,-467302006,725836,720563,0.19500001,0.40193102,0.65800005,1.1910001,0.62,0.98999995,71,36,0.019000001,-0.003,0.019000001,0.019000001,3.5585127,0,nan,0.0,4,0,1,16,0
718487106,1628794861599784,-235560452,-467302016,725905,720632,0.18400002,0.40193343,0.65000004,1.179,0.62,0.98999995,71,36,0.016,0.011000001,0.012,0.014,3.5585127,0,nan,0.0,4,0,1,16,0
719085882,1628794862199785,-235560454,-467302024,725848,720575,0.224,0.4019376,0.64900005,1.1780001,0.62,0.98999995,77,25,0.006,0.006,0.003,-0.025,3.5585127,0,nan,0.0,4,0,1,16,0
719486980,1628794862599785,-235560455,-467302026,725822,720550,0.193,0.4019404,0.65000004,1.1810001,0.62,0.97999996,77,25,0.034,-0.006,0.033,-0.031000001,3.5585127,0,nan,0.0,4,0,1,16,0
720085919,1628794863199786,-235560457,-467302031,725789,720516,0.24100001,0.4019451,0.652,1.1860001,0.65,0.98999995,76,53,0.0050000004,-0.002,-0.004,-0.051000003,3.5585127,0,nan,0.0,4,0,1,15,0
720487089,1628794863599786,-235560457,-467302033,725755,720482,0.15400001,0.40194756,0.652,1.1850001,0.62,0.97999996,76,53,0.013,-0.003,0.013,0.0,3.5585127,0,nan,0.0,4,0,1,16,0
721085950,1628794864199787,-235560457,-467302041,725773,720501,0.23400001,0.40195158,0.64900005,1.1780001,0.62,0.97999996,77,35,0.024,0.018000001,-0.015000001,-0.021000002,3.5585127,0,nan,0.0,4,0,1,16,0
721486880,1628794864599787,-235560459,-467302043,725768,720495,0.22100002,0.4019542,0.648,1.176,0.62,0.97999996,77,35,0.003,0.002,0.001,-0.031000001,3.5585127,0,nan,0.0,4,0,1,16,0
722088085,1628794865199787,-235560458,-467302048,725814,720541,0.19600001,0.4019577,0.64000005,1.1620001,0.62,0.97999996,82,34,0.030000001,-0.004,-0.030000001,-0.028,3.5585127,0,nan,0.0,4,0,1,16,0
