timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
256499635,1628794399600383,-235560472,-467302023,730093,724820,0.177,0.60598946,0.61700004,1.1620001,0.63,1.03,81,47,0.025,0.001,-0.025,-0.010000001,4.5172358,0,nan,0.0,3,0,1,15,0
256665882,1628794399800383,-235560470,-467302022,730091,724818,0.172,0.60599035,0.61600006,1.1600001,0.63,1.03,81,47,0.024,0.019000001,0.014,0.008,4.5172358,0,nan,0.0,3,0,1,15,0
256866904,1628794400000383,-235560468,-467302022,730096,724823,0.16100001,0.60599107,0.615,1.159,0.63,1.03,81,47,0.021000002,-0.018000001,-0.010000001,-0.006,4.5172358,0,nan,0.0,3,0,1,15,0
257466886,1628794400600384,-235560466,-467302023,730079,724806,0.18400002,0.6059938,0.61600006,1.1600001,0.63,1.03,81,37,0.023000002,0.001,0.023000002,-0.014,4.5172358,0,nan,0.0,3,0,1,15,0
257869945,1628794401000384,-235560462,-467302021,730086,724813,0.22100002,0.6059959,0.615,1.1600001,0.63,1.03,81,37,0.003,-0.003,0.001,-0.028,4.5172358,0,nan,0.0,3,0,1,15,0
258465880,1628794401600384,-235560460,-467302021,730089,724816,0.17500001,0.60599875,0.62200004,1.171,0.63,1.03,109,26,0.034,-0.030000001,-0.018000001,0.012,4.5172358,0,nan,0.0,3,0,1,15,0
258865876,1628794402000385,-235560457,-467302020,730063,724790,0.135,0.6060003,0.624,1.174,0.63,1.03,109,26,0.023000002,-0.020000001,0.011000001,0.0,4.5172358,0,nan,0.0,3,0,1,15,0
259462881,1628794402600385,-235560449,-467302022,729868,724595,0.16600001,0.6060029,0.623,1.172,0.66999996,1.05,86,41,0.20600002,0.07300001,-0.192,-0.046000004,4.5172358,0,nan,0.0,3,0,1,14,0
259865735,1628794403000386,-235560445,-467302019,729746,724473,0.23600002,0.606005,0.623,1.1700001,0.63,1.03,86,41,0.010000001,0.003,0.010000001,-0.052,4.5172358,0,nan,0.0,3,0,1,15,0
260468905,1628794403600386,-235560439,-467302017,729556,724283,0.187,0.6060076,0.623,1.167,0.63,1.03,86,48,0.046000004,0.029000001,-0.036000002,-0.035,4.5172358,0,nan,0.0,3,0,1,15,0
260864310,1628794404000387,-235560437,-467302016,729476,724203,0.165,0.606009,0.623,1.1650001,0.63,1.03,86,48,0.046000004,-0.003,-0.046000004,-0.006,4.5172358,0,nan,0.0,3,0,1,15,0
261463599,1628794404600387,-235560431,-467302022,729719,724446,0.22700001,0.60601217,0.62,1.1620001,0.63,1.03,86,36,0.16600001,0.119,-0.116000004,-0.284,4.5172358,0,nan,0.0,3,0,1,15,0
261867155,1628794405000387,-235560423,-467302028,730146,724873,0.23700002,0.5162729,0.61800003,1.1630001,0.63,1.03,86,36,0.33400002,0.23300001,-0.23900001,-0.66800004,5.290156,0,nan,0.0,3,0,1,15,0
262466879,1628794405600388,-235560398,-467302045,730608,725335,0.21300001,0.2823695,0.614,1.159,0.63,1.03,86,43,0.58000004,0.39100003,-0.42700002,-0.82900006,5.495946,0,nan,0.0,3,0,1,15,0
262866232,1628794406000388,-235560381,-467302060,731328,726055,0.23,0.29098913,0.61300004,1.156,0.63,1.03,86,43,0.545,0.40100002,-0.36900002,-1.422,5.469306,0,nan,0.0,3,0,1,15,0
263465867,1628794406600389,-235560368,-467302076,732015,726742,0.256,0.684249,0.61200005,1.1580001,0.63,1.03,86,42,0.246,0.014,-0.246,-1.2570001,5.3242292,0,nan,0.0,3,0,1,15,0
263865115,1628794407000389,-235560367,-467302074,732429,727156,0.231,0.68425786,0.60700005,1.1500001,0.63,1.03,86,42,0.09,0.013,-0.089,-1.0170001,5.3242292,0,nan,0.0,3,0,1,15,0
264465039,1628794407600390,-235560363,-467302079,732075,726802,0.22900002,0.6842654,0.60200006,1.143,0.63,1.03,86,43,0.16700001,0.047000002,-0.16000001,0.97700006,5.3242292,0,nan,0.0,3,0,1,15,0
264863959,1628794408000390,-235560358,-467302086,731320,726047,0.24700001,0.58499384,0.60300004,1.143,0.63,1.03,86,43,0.30100003,0.062000003,-0.29500002,1.6530001,5.0834303,0,nan,0.0,3,0,1,15,0
265465883,1628794408600391,-235560344,-467302098,730501,725228,0.24100001,0.545289,0.606,1.1450001,0.63,1.03,87,43,0.335,0.148,-0.3,1.088,5.222756,0,nan,0.0,3,0,1,15,0
265866884,1628794409000391,-235560336,-467302110,730684,725411,0.162,0.37046465,0.605,1.146,0.63,1.03,87,43,0.41000003,0.141,-0.38500002,-0.066,5.0875616,0,nan,0.0,3,0,1,15,0
266465009,1628794409600391,-235560327,-467302131,730744,725471,0.19600001,0.40654474,0.60800004,1.1520001,0.7,1.16,86,39,0.432,0.098000005,-0.42000002,-0.157,5.0127306,0,nan,0.0,3,0,1,14,0
266866904,1628794410000392,-235560323,-467302144,730917,725644,0.21300001,0.30063975,0.60800004,1.156,0.63,1.03,86,39,0.517,0.128,-0.50100005,-0.372,4.975947,0,nan,0.0,3,0,1,15,0
267467933,1628794410600392,-235560317,-467302159,731192,725920,0.254,0.3614128,0.61,1.1630001,0.63,1.03,86,34,0.165,0.104,-0.12900001,-0.42400002,5.1484103,0,nan,0.0,3,0,1,15,0
267866889,1628794411000393,-235560314,-467302159,731265,725992,0.215,0.43185362,0.611,1.164,0.63,1.03,86,34,0.098000005,-0.055000003,0.081,-0.21900001,5.220473,0,nan,0.0,3,0,1,15,0
268466871,1628794411600393,-235560325,-467302135,731300,726027,0.18400002,0.42963162,0.614,1.172,0.7,1.16,86,42,0.41200003,-0.25100002,0.32700002,-0.12100001,1.4874885,0,nan,0.0,3,0,1,14,0
268865011,1628794412000393,-235560345,-467302102,731280,726007,0.16700001,0.14224643,0.614,1.1730001,0.74,1.22,86,42,1.0630001,-0.619,0.864,-0.15300001,2.1517322,0,nan,0.0,3,0,1,13,0
269465878,1628794412600394,-235560387,-467302058,731233,725960,0.18100001,0.15800937,0.61600006,1.1800001,0.74,1.22,80,42,1.1470001,-0.794,0.82900006,-0.135,2.3293123,0,nan,0.0,3,0,1,13,0
