timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
167262733,1628794310400306,-235560673,-467301950,729119,723847,0.156,0.5974135,0.596,1.2290001,0.63,1.04,77,50,0.013,0.010000001,0.008,-0.003,3.9121482,0,nan,0.0,4,0,1,15,0
167458905,1628794310600306,-235560674,-467301950,729127,723854,0.192,0.5974143,0.595,1.228,0.63,1.04,77,50,0.002,0.0,0.002,-0.009000001,3.9121482,0,nan,0.0,4,0,1,15,0
167658937,1628794310800306,-235560674,-467301950,729113,723840,0.20400001,0.5974152,0.595,1.2270001,0.63,1.04,77,50,0.019000001,-0.018000001,-0.008,0.024,3.9121482,0,nan,0.0,4,0,1,15,0
168265358,1628794311400307,-235560672,-467301948,729102,723829,0.22600001,0.5974181,0.595,1.2270001,0.63,1.04,77,54,0.007,0.0,0.007,0.018000001,3.9121482,0,nan,0.0,4,0,1,15,0
168664419,1628794311800307,-235560671,-467301948,729091,723819,0.164,0.59741956,0.595,1.2260001,0.63,1.04,77,54,0.0050000004,-0.003,-0.004,0.0050000004,3.9121482,0,nan,0.0,4,0,1,15,0
169263874,1628794312400307,-235560670,-467301945,729063,723790,0.164,0.5974218,0.595,1.2260001,0.63,1.04,77,31,0.010000001,-0.008,0.006,0.002,3.9121482,0,nan,0.0,4,0,1,15,0
169661869,1628794312800308,-235560668,-467301944,729049,723776,0.15100001,0.59742355,0.59400004,1.225,0.63,1.04,77,31,0.017,0.017,0.0,0.0,3.9121482,0,nan,0.0,4,0,1,15,0
170263433,1628794313400308,-235560667,-467301943,729017,723744,0.192,0.59742635,0.59400004,1.225,0.63,1.04,78,42,0.029000001,0.021000002,0.020000001,0.019000001,3.9121482,0,nan,0.0,4,0,1,15,0
170663003,1628794313800309,-235560667,-467301941,728992,723719,0.22800002,0.59742844,0.59400004,1.225,0.63,1.04,78,42,0.014,0.012,0.007,0.024,3.9121482,0,nan,0.0,4,0,1,15,0
171261882,1628794314400309,-235560665,-467301938,728945,723672,0.164,0.5974309,0.59400004,1.223,0.63,1.04,78,52,0.021000002,-0.015000001,-0.015000001,-0.003,3.9121482,0,nan,0.0,4,0,1,15,0
171661528,1628794314800310,-235560664,-467301936,728913,723640,0.15900001,0.5974323,0.595,1.222,0.63,1.04,78,52,0.022000002,-0.009000001,-0.020000001,0.007,3.9121482,0,nan,0.0,4,0,1,15,0
172261470,1628794315400310,-235560662,-467301935,728909,723636,0.25,0.59743524,0.605,1.2320001,0.63,1.04,94,17,0.05,0.025,-0.044000003,-0.022000002,3.9121482,0,nan,0.0,4,0,1,15,0
172665019,1628794315800310,-235560655,-467301931,728898,723625,0.20700002,0.59743685,0.60300004,1.2290001,0.66999996,1.13,94,17,0.012,0.012,0.001,0.015000001,3.9121482,0,nan,0.0,4,0,1,14,0
173264348,1628794316400311,-235560648,-467301926,728788,723515,0.22500001,0.59743977,0.6,1.2240001,0.66999996,1.13,89,57,0.021000002,-0.018000001,-0.011000001,-0.045,3.9121482,0,nan,0.0,4,0,1,14,0
173663911,1628794316800311,-235560647,-467301925,728771,723498,0.224,0.59744173,0.597,1.22,0.66999996,1.13,89,57,0.030000001,-0.021000002,-0.021000002,-0.082,3.9121482,0,nan,0.0,4,0,1,14,0
174264998,1628794317400312,-235560644,-467301926,729009,723736,0.238,0.59744763,0.59300005,1.213,0.66999996,1.13,95,50,0.11100001,-0.07,-0.086,-0.66700006,3.9121482,0,nan,0.0,4,0,1,14,0
174665198,1628794317800312,-235560642,-467301932,729494,724221,0.24300002,0.59745586,0.592,1.2110001,0.66999996,1.13,95,50,0.12900001,0.017,-0.128,-0.96500003,3.9121482,0,nan,0.0,4,0,1,14,0
175263043,1628794318400313,-235560647,-467301944,730214,724941,0.26700002,0.61650527,0.595,1.218,0.74,1.24,95,37,0.282,-0.13000001,-0.25,-1.184,4.108132,0,nan,0.0,4,0,1,13,0
175664999,1628794318800313,-235560650,-467301950,730628,725355,0.26200002,0.7535922,0.6,1.2240001,0.63,1.04,95,37,0.22500001,-0.113000005,-0.19500001,-0.96400005,4.1396995,0,nan,0.0,4,0,1,15,0
176263877,1628794319400314,-235560652,-467301954,730751,725478,0.246,0.753597,0.60400003,1.23,0.63,1.04,95,48,0.106000006,-0.10300001,-0.024,-0.32500002,4.1396995,0,nan,0.0,4,0,1,15,0
176665981,1628794319800314,-235560654,-467301955,730764,725491,0.17400001,0.7535986,0.60800004,1.2370001,0.63,1.04,95,48,0.076000005,-0.075,-0.015000001,-0.021000002,4.1396995,0,nan,0.0,4,0,1,15,0
177265553,1628794320400314,-235560655,-467301948,730859,725586,0.172,0.75360054,0.611,1.238,0.63,1.04,94,33,0.087000005,-0.067,0.055000003,-0.049000002,4.1396995,0,nan,0.0,4,0,1,15,0
177662880,1628794320800315,-235560657,-467301943,730960,725687,0.192,0.7536017,0.61300004,1.241,0.66999996,1.0799999,94,33,0.069000006,-0.068,0.008,0.037,4.1396995,0,nan,0.0,4,0,1,14,0
