timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
63336224,1625859276400205,-235560076,-467302093,719003,713730,0.14500001,2.6064265,0.43800002,0.68500006,0.62,1.14,112,6,0.007,0.003,-0.006,0.017,0.0,0,nan,0.0,3,1,17
63536125,1625859276600205,-235560076,-467302092,719040,713767,0.15300001,2.6064267,0.437,0.684,0.62,1.14,112,6,0.015000001,-0.012,0.009000001,-0.031000001,0.0,0,nan,0.0,3,1,17
64337023,1625859277400205,-235560077,-467302092,719152,713879,0.15,2.6064272,0.437,0.68200004,0.62,1.14,112,6,0.010000001,-0.008,-0.006,-0.015000001,0.0,0,nan,0.0,3,1,17
65337025,1625859278400205,-235560076,-467302091,719295,714022,0.101,2.606428,0.43500003,0.68,0.62,1.14,112,7,0.012,0.007,0.009000001,0.001,0.0,0,nan,0.0,3,1,17
66336130,1625859279400204,-235560077,-467302090,719451,714178,0.10700001,2.6064281,0.43400002,0.67800003,0.62,1.14,112,8,0.008,0.008,0.003,0.002,0.0,0,nan,0.0,3,1,17
67335105,1625859280400204,-235560076,-467302089,719611,714338,0.15200001,2.6064293,0.432,0.67600006,0.62,1.14,112,6,0.010000001,-0.002,0.010000001,-0.017,0.0,0,nan,0.0,3,1,17
68326284,1625859281400204,-235560076,-467302087,719774,714501,0.163,2.6064303,0.43100002,0.67300004,0.62,1.14,112,6,0.008,-0.008,-0.002,-0.035,0.0,0,nan,0.0,3,1,17
69335255,1625859282400204,-235560076,-467302085,719899,714626,0.16000001,2.6064312,0.42900002,0.671,0.62,1.14,111,8,0.003,0.002,-0.002,-0.022000002,0.0,0,nan,0.0,3,1,17
70336181,1625859283400203,-235560075,-467302083,720016,714743,0.124000005,2.6064317,0.42800003,0.669,0.62,1.14,111,7,0.0050000004,0.003,-0.003,-0.006,0.0,0,nan,0.0,3,1,17
71337030,1625859284400203,-235560075,-467302081,720123,714850,0.13000001,2.6064324,0.42700002,0.66800004,0.62,1.14,111,6,0.011000001,-0.011000001,-0.001,-0.009000001,0.0,0,nan,0.0,3,1,17
72325022,1625859285400203,-235560075,-467302079,720204,714931,0.1,2.6064332,0.42600003,0.66700006,0.62,1.14,112,8,0.010000001,-0.004,0.010000001,0.004,0.0,0,nan,0.0,3,1,17
73337050,1625859286400202,-235560075,-467302079,720262,714989,0.148,2.6064346,0.425,0.666,0.62,1.14,112,10,0.0050000004,0.002,0.0050000004,0.017,0.0,0,nan,0.0,3,1,17
74332359,1625859287400202,-235560076,-467302079,720280,715007,0.15100001,2.6064355,0.425,0.665,0.62,1.14,112,7,0.011000001,0.003,-0.010000001,0.019000001,0.0,0,nan,0.0,3,1,17
