timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
58800027,1621791332399934,-235560842,-467302148,721855,716582,0.16600001,2.6612706,0.549,0.85600007,0.7,1.09,106,8,0.009000001,0.007,0.006,-0.035,0.0,0,nan,0.0,3,1,14
59007916,1621791332599933,-235560841,-467302148,721853,716580,0.16100001,2.6612709,0.549,0.855,0.7,1.09,106,8,0.015000001,-0.015000001,0.001,0.014,0.0,0,nan,0.0,3,1,14
59806161,1621791333399933,-235560840,-467302150,721851,716578,0.15200001,2.6612718,0.54800004,0.85300004,0.7,1.09,106,13,0.010000001,0.006,-0.008,-0.020000001,0.0,0,nan,0.0,3,1,14
60811037,1621791334399933,-235560837,-467302152,721836,716563,0.16600001,2.6612728,0.54700005,0.85,0.7,1.09,106,5,0.014,-0.009000001,-0.011000001,0.025,0.0,0,nan,0.0,3,1,14
61809033,1621791335399933,-235560834,-467302154,721832,716559,0.101,2.6612735,0.546,0.84800005,0.7,1.09,106,5,0.002,-0.002,0.0,-0.002,0.0,0,nan,0.0,3,1,14
62799030,1621791336399933,-235560832,-467302152,721856,716583,0.09,2.6612735,0.544,0.84300005,0.66999996,1.05,106,5,0.0050000004,0.002,0.004,0.009000001,0.0,0,nan,0.0,3,1,15
63808622,1621791337399932,-235560830,-467302150,721864,716591,0.08800001,2.6612747,0.54300004,0.83900005,0.66999996,1.05,106,5,0.011000001,0.004,-0.010000001,0.0,0.0,0,nan,0.0,3,1,15
64810029,1621791338399932,-235560828,-467302148,721879,716606,0.16600001,2.6612751,0.541,0.83500004,0.66999996,1.05,106,5,0.014,0.012,0.008,-0.016,0.0,0,nan,0.0,3,1,15
65808041,1621791339399932,-235560827,-467302146,721888,716615,0.16600001,2.6612759,0.54,0.83000004,0.66999996,1.05,106,5,0.0050000004,-0.004,-0.002,0.014,0.0,0,nan,0.0,3,1,15
66806291,1621791340399931,-235560824,-467302143,721910,716637,0.15900001,2.661276,0.53800005,0.82600003,0.66999996,1.05,106,6,0.011000001,0.009000001,0.007,-0.009000001,0.0,0,nan,0.0,3,1,15
67813030,1621791341399931,-235560822,-467302140,721954,716681,0.162,2.661277,0.537,0.82100004,0.66999996,1.05,106,5,0.004,-0.004,0.001,0.030000001,0.0,0,nan,0.0,3,1,15
68813170,1621791342399931,-235560820,-467302136,722012,716739,0.16700001,2.6612785,0.535,0.818,0.66999996,1.05,106,5,0.011000001,-0.008,-0.008,0.016,0.0,0,nan,0.0,3,1,15
69810056,1621791343399931,-235560818,-467302131,722097,716824,0.16800001,2.6612792,0.53400004,0.814,0.66999996,1.05,106,7,0.002,-0.001,-0.002,0.023000002,0.0,0,nan,0.0,3,1,15
