timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
29514185,1628792911799504,-235560427,-467302075,727473,722200,0.24100001,0.40206993,0.59900004,1.3740001,0.62,1.09,101,43,0.015000001,0.008,-0.013,-0.060000002,5.8879437,0,nan,0.0,3,0,1,16,0
29717990,1628792911999505,-235560427,-467302076,727538,722265,0.24400002,0.40207165,0.59900004,1.3750001,0.62,1.09,101,43,0.015000001,0.003,-0.014,-0.040000003,5.8879437,0,nan,0.0,3,0,1,16,0
29916895,1628792912199504,-235560427,-467302076,727592,722319,0.23900001,0.40207323,0.59800005,1.3740001,0.58,1.02,101,31,0.012,-0.003,-0.012,-0.029000001,5.8879437,0,nan,0.0,3,0,1,17,0
30515998,1628792912799505,-235560430,-467302074,727651,722378,0.128,0.40207636,0.595,1.3700001,0.58,1.02,101,31,0.062000003,0.014,-0.060000002,0.007,5.8879437,0,nan,0.0,3,0,1,17,0
30916005,1628792913199505,-235560435,-467302066,727682,722409,0.215,0.4020788,0.59300005,1.366,0.58,1.02,100,45,0.008,0.008,-0.002,0.024,5.8879437,0,nan,0.0,3,0,1,17,0
31517417,1628792913799506,-235560439,-467302061,727724,722451,0.21300001,0.4020823,0.59000003,1.3620001,0.58,1.02,100,45,0.006,0.004,0.0050000004,0.018000001,5.8879437,0,nan,0.0,3,0,1,17,0
31916813,1628792914199506,-235560442,-467302058,727751,722478,0.19800001,0.40208477,0.588,1.3590001,0.58,1.02,100,46,0.014,-0.014,0.002,0.012,5.8879437,0,nan,0.0,3,0,1,17,0
32516559,1628792914799507,-235560444,-467302055,727774,722501,0.20500001,0.4020888,0.586,1.355,0.58,1.02,100,46,0.011000001,0.009000001,0.0050000004,0.015000001,5.8879437,0,nan,0.0,3,0,1,17,0
32916084,1628792915199507,-235560446,-467302052,727768,722495,0.179,0.4020912,0.58500004,1.3520001,0.58,1.02,100,40,0.004,0.002,-0.003,0.010000001,5.8879437,0,nan,0.0,3,0,1,17,0
33512895,1628792915799507,-235560448,-467302048,727731,722458,0.216,0.40209523,0.582,1.3490001,0.59999996,1.0799999,100,40,0.020000001,0.003,0.020000001,0.027,5.8879437,0,nan,0.0,3,0,1,16,0
