timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
582448086,1623531267000133,-235559927,-467302447,729166,723893,0.123,0.7571116,0.45900002,0.91600007,0.71999997,1.31,132,17,0.001,-0.001,-0.001,-0.008,4.29304,0,nan,0.0,3,1,15
582646436,1623531267200133,-235559928,-467302447,729162,723889,0.17400001,0.75711226,0.45800003,0.91400003,0.71999997,1.31,132,17,0.007,0.002,0.007,0.038000003,4.29304,0,nan,0.0,3,1,15
583458232,1623531268000133,-235559932,-467302449,729144,723871,0.17400001,0.75711477,0.45600003,0.90800005,0.71999997,1.31,132,33,0.003,0.001,0.003,0.031000001,4.29304,0,nan,0.0,3,1,15
584453033,1623531269000132,-235559936,-467302451,729151,723878,0.18400002,0.75711757,0.453,0.90000004,0.71999997,1.31,132,35,0.006,-0.003,0.0050000004,0.039,4.29304,0,nan,0.0,3,1,15
585468034,1623531270000132,-235559940,-467302453,729190,723917,0.13900001,0.7571203,0.45000002,0.89300007,0.71999997,1.31,132,28,0.006,-0.002,-0.006,0.009000001,4.29304,0,nan,0.0,3,1,15
586453044,1623531271000132,-235559945,-467302456,729226,723953,0.097,0.7571224,0.448,0.887,0.71999997,1.31,132,32,0.010000001,-0.008,-0.0050000004,0.003,4.29304,0,nan,0.0,3,1,15
587460033,1623531272000132,-235559949,-467302459,729275,724002,0.13700001,0.7571252,0.44500002,0.88100004,0.71999997,1.31,132,17,0.006,-0.006,0.0,0.007,4.29304,0,nan,0.0,3,1,15
588453046,1623531273000131,-235559953,-467302461,729307,724034,0.15200001,0.75712764,0.44300002,0.87600005,0.71999997,1.31,132,13,0.004,-0.001,0.004,0.011000001,4.29304,0,nan,0.0,3,1,15
589463178,1623531274000131,-235559957,-467302463,729334,724061,0.177,0.75713044,0.441,0.87200004,0.71999997,1.31,132,25,0.006,-0.002,0.0050000004,0.023000002,4.29304,0,nan,0.0,3,1,15
590453036,1623531275000131,-235559961,-467302465,729349,724076,0.134,0.75713325,0.43800002,0.86700004,0.71999997,1.31,132,31,0.006,0.0050000004,0.004,0.010000001,4.29304,0,nan,0.0,3,1,15
591469031,1623531276000130,-235559964,-467302468,729351,724078,0.179,0.7571364,0.43600002,0.864,0.71999997,1.31,132,36,0.003,0.0,-0.003,0.042000003,4.29304,0,nan,0.0,3,1,15
592453043,1623531277000130,-235559967,-467302470,729355,724082,0.185,0.7571397,0.43400002,0.86100006,0.71999997,1.31,132,17,0.006,-0.006,-0.001,0.036000002,4.29304,0,nan,0.0,3,1,15
593458039,1623531278000130,-235559970,-467302474,729346,724073,0.15100001,0.7571428,0.432,0.85800004,0.71999997,1.31,132,20,0.008,-0.0050000004,-0.007,0.013,4.29304,0,nan,0.0,3,1,15
