timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
18466548,1628794161600177,-235560603,-467301925,726787,721515,0.19700001,0.7411911,0.53400004,1.0730001,0.63,1.05,92,46,0.014,-0.007,-0.012,-0.014,5.7007184,0,nan,0.0,4,0,1,15,0
18655073,1628794161800177,-235560602,-467301924,726828,721555,0.21800001,0.7411919,0.535,1.074,0.63,1.05,92,46,0.006,-0.004,-0.003,-0.023000002,5.7007184,0,nan,0.0,4,0,1,15,0
19054467,1628794162200178,-235560601,-467301921,726905,721632,0.17,0.74119335,0.53400004,1.075,0.63,1.05,92,40,0.008,0.0050000004,0.0050000004,-0.007,5.7007184,0,nan,0.0,4,0,1,15,0
19454639,1628794162600178,-235560601,-467301920,726980,721707,0.20500001,0.7411949,0.53400004,1.077,0.63,1.05,92,40,0.003,-0.001,0.003,-0.019000001,5.7007184,0,nan,0.0,4,0,1,15,0
20054557,1628794163200179,-235560600,-467301920,727094,721821,0.19500001,0.741197,0.53400004,1.0780001,0.63,1.05,92,42,0.004,-0.003,-0.002,0.011000001,5.7007184,0,nan,0.0,4,0,1,15,0
20455880,1628794163600179,-235560599,-467301920,727174,721901,0.14600001,0.741198,0.53300005,1.079,0.63,1.05,92,42,0.041,0.040000003,0.006,0.0,5.7007184,0,nan,0.0,4,0,1,15,0
21057358,1628794164200179,-235560598,-467301919,727308,722035,0.21800001,0.74120015,0.53300005,1.08,0.63,1.05,91,40,0.011000001,0.0,0.011000001,0.025,5.7007184,0,nan,0.0,4,0,1,15,0
21453484,1628794164600180,-235560599,-467301920,727429,722156,0.20300001,0.7412017,0.53300005,1.0810001,0.63,1.05,91,40,0.012,0.012,-0.004,-0.016,5.7007184,0,nan,0.0,4,0,1,15,0
22057877,1628794165200180,-235560598,-467301919,727623,722350,0.17300001,0.7412034,0.532,1.079,0.63,1.05,91,43,0.008,-0.007,-0.0050000004,0.0050000004,5.7007184,0,nan,0.0,4,0,1,15,0
22457902,1628794165600181,-235560598,-467301918,727726,722453,0.14600001,0.7412047,0.53300005,1.08,0.63,1.05,91,43,0.021000002,-0.021000002,-0.001,-0.001,5.7007184,0,nan,0.0,4,0,1,15,0
23056893,1628794166200181,-235560599,-467301918,727856,722583,0.16100001,0.7412065,0.532,1.0810001,0.63,1.05,91,42,0.014,-0.012,0.006,-0.010000001,5.7007184,0,nan,0.0,4,0,1,15,0
23456927,1628794166600182,-235560598,-467301917,727939,722666,0.201,0.7412082,0.532,1.082,0.63,1.05,91,42,0.020000001,0.020000001,0.0,-0.024,5.7007184,0,nan,0.0,4,0,1,15,0
24055018,1628794167200182,-235560598,-467301916,728128,722855,0.194,0.74121004,0.531,1.079,0.63,1.05,91,34,0.004,0.001,-0.004,0.017,5.7007184,0,nan,0.0,4,0,1,15,0
24457883,1628794167600182,-235560597,-467301914,728216,722943,0.18800001,0.7412113,0.532,1.0810001,0.63,1.05,91,34,0.006,0.006,-0.002,-0.007,5.7007184,0,nan,0.0,4,0,1,15,0
25057930,1628794168200183,-235560596,-467301917,728385,723112,0.23300001,0.74121344,0.535,1.0860001,0.63,1.05,91,53,0.033,0.014,-0.030000001,-0.075,5.7007184,0,nan,0.0,4,0,1,15,0
25458874,1628794168600183,-235560596,-467301916,728481,723208,0.23,0.7412151,0.536,1.09,0.63,1.05,91,53,0.016,-0.016,0.0,-0.075,5.7007184,0,nan,0.0,4,0,1,15,0
26057888,1628794169200184,-235560601,-467301923,729093,723820,0.23900001,0.74122036,0.54,1.0910001,0.63,1.05,91,40,0.136,0.12200001,-0.060000002,-0.66800004,5.7007184,0,nan,0.0,4,0,1,15,0
26453617,1628794169600184,-235560599,-467301931,729627,724354,0.24400002,0.74122703,0.54300004,1.0940001,0.63,1.05,91,40,0.17300001,0.13800001,-0.105000004,-0.855,5.7007184,0,nan,0.0,4,0,1,15,0
27056919,1628794170200185,-235560598,-467301945,729868,724595,0.177,0.5721967,0.545,1.097,0.63,1.05,85,43,0.317,0.18,-0.261,-0.15100001,5.345171,0,nan,0.0,4,0,1,15,0
27457880,1628794170600185,-235560593,-467301955,729965,724692,0.147,0.41617826,0.54700005,1.0990001,0.66999996,1.09,85,43,0.374,0.171,-0.333,-0.055000003,5.242302,0,nan,0.0,4,0,1,14,0
28053880,1628794171200186,-235560594,-467301956,730095,724822,0.21000001,0.41618195,0.55200005,1.103,0.66999996,1.09,91,23,0.17600001,-0.11000001,0.136,0.052,5.242302,0,nan,0.0,4,0,1,14,0
28455973,1628794171600186,-235560602,-467301941,730102,724829,0.17300001,0.3823793,0.56,1.1140001,0.66999996,1.09,91,23,0.47000003,-0.26500002,0.38900003,0.091000006,1.5338131,0,nan,0.0,4,0,1,14,0
29058867,1628794172200186,-235560613,-467301929,730149,724876,0.20600002,0.40346897,0.565,1.1220001,0.63,1.05,84,66,0.13700001,-0.124000005,0.058000002,0.083000004,1.9248979,0,nan,0.0,4,0,1,15,0
29455149,1628794172600187,-235560613,-467301934,730223,724951,0.15200001,0.40347174,0.568,1.1270001,0.63,1.05,84,66,0.20500001,0.031000001,-0.20300001,-0.031000001,1.9248979,0,nan,0.0,4,0,1,15,0
30059498,1628794173200187,-235560616,-467301949,730560,725287,0.17500001,0.60693157,0.57100004,1.1290001,0.63,1.05,83,39,0.26900002,0.13800001,-0.23,-0.136,4.504195,0,nan,0.0,4,0,1,15,0
30459587,1628794173600188,-235560612,-467301959,730738,725465,0.20300001,0.60501105,0.573,1.13,0.63,1.05,83,39,0.27400002,0.19800001,-0.18900001,-0.245,5.106787,0,nan,0.0,4,0,1,15,0
31056892,1628794174200188,-235560598,-467301966,731282,726009,0.24000001,0.4859719,0.57900006,1.1350001,0.63,1.05,83,42,0.328,0.32700002,0.019000001,-0.67600006,6.09341,0,nan,0.0,4,0,1,15,0
31457882,1628794174600188,-235560595,-467301971,731590,726317,0.22800002,0.6047194,0.58000004,1.1350001,0.63,1.05,83,42,0.23400001,0.21700001,-0.087000005,-0.40300003,5.958844,0,nan,0.0,4,0,1,15,0
32056928,1628794175200189,-235560598,-467301963,731591,726318,0.13100001,0.41815558,0.578,1.136,0.63,1.05,83,41,0.35200003,-0.055000003,0.34800002,-0.068,1.3914654,0,nan,0.0,4,0,1,15,0
32457875,1628794175600189,-235560612,-467301937,731552,726279,0.13000001,0.15150836,0.577,1.1370001,0.66999996,1.09,83,41,1.0350001,-0.514,0.89900005,-0.022000002,2.014807,0,nan,0.0,4,0,1,14,0
33059874,1628794176200190,-235560669,-467301846,731436,726163,0.14,0.07268755,0.57600003,1.1370001,0.66999996,1.09,83,44,2.302,-1.269,1.9210001,-0.0050000004,2.1399446,0,nan,0.0,4,0,1,14,0
33459932,1628794176600190,-235560705,-467301771,731469,726196,0.156,0.07942853,0.57500005,1.1340001,0.66999996,1.09,83,44,2.1320002,-0.98600006,1.891,-0.259,2.066452,0,nan,0.0,4,0,1,14,0
34058885,1628794177200191,-235560718,-467301720,731618,726345,0.18100001,0.32752672,0.574,1.131,0.63,1.05,83,67,0.441,0.155,0.41300002,-0.27100003,1.8272673,0,nan,0.0,4,0,1,15,0
34460799,1628794177600191,-235560691,-467301739,731807,726534,0.16800001,0.1326534,0.578,1.1340001,0.63,1.05,83,67,1.1320001,0.87600005,-0.717,-0.372,5.7518415,0,nan,0.0,4,0,1,15,0
35060290,1628794178200192,-235560647,-467301793,732039,726766,0.165,0.15452237,0.58000004,1.1350001,0.63,1.05,83,68,1.1600001,0.702,-0.92300004,-0.47700003,5.433922,0,nan,0.0,4,0,1,15,0
35457888,1628794178600192,-235560627,-467301817,732138,726865,0.19000001,0.27336183,0.58100003,1.1350001,0.63,1.05,83,68,0.64000005,0.293,-0.569,-0.432,5.3747573,0,nan,0.0,4,0,1,15,0
36056886,1628794179200192,-235560614,-467301840,732135,726862,0.19600001,0.71756625,0.57900006,1.131,0.63,1.05,84,39,0.20600002,0.113000005,-0.172,-0.178,5.34064,0,nan,0.0,4,0,1,15,0
36457900,1628794179600193,-235560613,-467301848,732124,726851,0.20600002,0.71756786,0.58000004,1.133,0.66999996,1.09,84,39,0.09900001,0.055000003,-0.083000004,-0.065000005,5.34064,0,nan,0.0,4,0,1,14,0
