timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
629686622,1628794772799707,-235560563,-467302056,730036,724763,0.192,0.74946374,0.637,1.2830001,0.65,1.05,74,29,0.017,-0.010000001,-0.013,0.009000001,2.5711377,0,nan,0.0,4,0,1,15,0
629881894,1628794772999708,-235560564,-467302055,730025,724752,0.25100002,0.7494646,0.638,1.286,0.65,1.05,74,29,0.012,0.001,0.012,0.049000002,2.5711377,0,nan,0.0,4,0,1,15,0
630280915,1628794773399707,-235560566,-467302056,730026,724753,0.18800001,0.7494658,0.64100003,1.292,0.65,1.05,74,43,0.031000001,-0.002,0.031000001,-0.004,2.5711377,0,nan,0.0,4,0,1,15,0
630680891,1628794773799708,-235560568,-467302057,730016,724743,0.19900002,0.74946743,0.643,1.297,0.65,1.05,74,43,0.017,0.008,-0.015000001,0.018000001,2.5711377,0,nan,0.0,4,0,1,15,0
631285869,1628794774399708,-235560569,-467302060,729986,724713,0.24100001,0.7494698,0.647,1.3030001,0.65,1.05,74,40,0.028,-0.007,-0.027,-0.072000004,2.5711377,0,nan,0.0,4,0,1,15,0
631686017,1628794774799709,-235560566,-467302061,730132,724860,0.24800001,0.74947315,0.64500004,1.2980001,0.65,1.05,74,40,0.047000002,0.019000001,-0.043,-0.58900005,2.5711377,0,nan,0.0,4,0,1,15,0
632285478,1628794775399709,-235560553,-467302075,731804,726531,0.24300002,0.49837893,0.64400005,1.294,0.61,0.96999997,74,11,0.33,0.245,-0.22100002,-3.2040002,6.1847844,0,nan,0.0,4,0,1,16,0
632685083,1628794775799710,-235560544,-467302089,733035,727762,0.254,0.31987974,0.64400005,1.2900001,0.61,0.96999997,74,11,0.558,0.326,-0.453,-2.811,5.4743075,0,nan,0.0,4,0,1,16,0
633285874,1628794776399710,-235560529,-467302116,733528,728255,0.272,0.25719434,0.647,1.2870001,0.59,0.90999997,74,48,0.73,0.257,-0.683,-1.1800001,5.188738,0,nan,0.0,4,0,1,17,0
633685880,1628794776799710,-235560533,-467302122,733791,728518,0.26700002,0.5411669,0.65000004,1.289,0.59,0.90999997,74,48,0.31500003,-0.27800003,-0.148,-0.89800006,4.901776,0,nan,0.0,4,0,1,17,0
634283935,1628794777399711,-235560610,-467302055,733678,728405,0.13100001,0.066197716,0.64100003,1.266,0.59,0.90999997,74,37,2.151,-1.672,1.353,-0.133,2.488037,0,nan,0.0,4,0,1,17,0
