timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
1507894986,1628804004399955,-235560288,-467301733,727633,722360,0.17300001,0.59864914,0.62200004,1.4760001,0.68,1.11,70,32,0.016,-0.011000001,-0.012,0.0050000004,2.0195508,0,nan,0.0,4,0,1,15,0
1508094870,1628804004599955,-235560289,-467301733,727656,722383,0.22700001,0.5986504,0.62100005,1.475,0.68,1.11,70,30,0.006,0.004,0.0050000004,-0.009000001,2.0195508,0,nan,0.0,4,0,1,15,0
1508492125,1628804004999956,-235560290,-467301734,727701,722428,0.21300001,0.5986523,0.62,1.473,0.76,1.3399999,70,30,0.010000001,-0.002,0.010000001,0.007,2.0195508,0,nan,0.0,4,0,1,14,0
1508896936,1628804005399956,-235560292,-467301734,727747,722474,0.24400002,0.5986547,0.619,1.4720001,0.68,1.11,70,30,0.023000002,-0.019000001,0.014,0.023000002,2.0195508,0,nan,0.0,4,0,1,15,0
1509494890,1628804005999957,-235560294,-467301735,727769,722496,0.26700002,0.5986582,0.61700004,1.4690001,0.68,1.11,70,40,0.024,-0.024,0.0,0.08800001,2.0195508,0,nan,0.0,4,0,1,15,0
1509896323,1628804006399957,-235560296,-467301736,727795,722522,0.266,0.59866065,0.61700004,1.4690001,0.76,1.3399999,70,40,0.004,-0.003,-0.003,0.037,2.0195508,0,nan,0.0,4,0,1,14,0
1510496877,1628804006999958,-235560297,-467301737,727841,722568,0.261,0.598664,0.615,1.4690001,0.68,1.11,70,28,0.002,0.0,-0.002,0.027,2.0195508,0,nan,0.0,4,0,1,15,0
1510895300,1628804007399957,-235560298,-467301738,727882,722609,0.256,0.59866625,0.61300004,1.463,0.68,1.11,70,28,0.013,-0.011000001,0.006,0.031000001,2.0195508,0,nan,0.0,4,0,1,15,0
1511498480,1628804007999959,-235560299,-467301741,727944,722671,0.24000001,0.5986694,0.61200005,1.4590001,0.76,1.3399999,69,22,0.004,0.003,0.002,0.032,2.0195508,0,nan,0.0,4,0,1,14,0
1511894160,1628804008399958,-235560300,-467301742,728015,722742,0.164,0.5986713,0.611,1.4580001,0.68,1.11,69,22,0.011000001,-0.011000001,-0.001,-0.001,2.0195508,0,nan,0.0,4,0,1,15,0
