timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
23748026,1623529836600474,-235560595,-467301622,736313,731040,0.20700002,2.716931,0.74500006,1.3290001,0.68,1.18,93,13,0.017,0.004,-0.017,-0.038000003,0.0,0,nan,0.0,3,1,16
23947106,1623529836800474,-235560594,-467301622,736357,731084,0.21300001,2.716931,0.74200004,1.3240001,0.68,1.18,93,13,0.013,0.013,0.001,-0.052,0.0,0,nan,0.0,3,1,16
24738032,1623529837600474,-235560590,-467301624,736582,731309,0.209,2.716932,0.734,1.3050001,0.68,1.18,93,11,0.011000001,0.011000001,0.002,-0.025,0.0,0,nan,0.0,3,1,16
25746029,1623529838600473,-235560591,-467301625,736835,731562,0.18900001,2.7169333,0.725,1.2830001,0.68,1.18,93,12,0.011000001,-0.007,0.008,-0.026,0.0,0,nan,0.0,3,1,16
26749030,1623529839600473,-235560593,-467301626,737172,731899,0.16100001,2.7169342,0.71800005,1.264,0.68,1.18,93,14,0.010000001,-0.009000001,0.0050000004,-0.006,0.0,0,nan,0.0,3,1,16
27751033,1623529840600473,-235560596,-467301626,737533,732260,0.171,2.7169359,0.712,1.246,0.68,1.18,93,13,0.017,-0.012,0.012,-0.018000001,0.0,0,nan,0.0,3,1,16
28744166,1623529841600473,-235560599,-467301627,737876,732603,0.20400001,2.7169368,0.70500004,1.2290001,0.68,1.18,93,8,0.020000001,0.014,-0.014,-0.026,0.0,0,nan,0.0,3,1,16
29750084,1623529842600472,-235560607,-467301623,738338,733065,0.149,2.7169378,0.70000005,1.213,0.68,1.18,93,6,0.018000001,-0.009000001,0.016,-0.004,0.0,0,nan,0.0,3,1,16
30764156,1623529843600472,-235560614,-467301621,738782,733509,0.156,2.7169392,0.69500005,1.1980001,0.68,1.18,93,5,0.028,-0.025,0.012,-0.011000001,0.0,0,nan,0.0,3,1,16
31754166,1623529844600472,-235560624,-467301616,739215,733942,0.17500001,2.7169402,0.71300006,1.222,0.68,1.18,93,9,0.008,-0.007,0.004,0.003,0.0,0,nan,0.0,3,1,16
32757198,1623529845600471,-235560634,-467301613,739599,734326,0.18300001,2.7169418,0.72,1.228,0.68,1.18,93,8,0.009000001,0.004,0.007,0.022000002,0.0,0,nan,0.0,3,1,16
33754132,1623529846600471,-235560645,-467301608,739991,734718,0.19700001,2.7169428,0.757,1.2850001,0.68,1.18,93,17,0.015000001,-0.011000001,0.010000001,0.013,0.0,0,nan,0.0,3,1,16
34753129,1623529847600471,-235560655,-467301601,740476,735203,0.19000001,2.7169437,0.82600003,1.401,0.68,1.18,93,11,0.017,-0.012,0.012,0.012,0.0,0,nan,0.0,3,1,16
