timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
587497063,1628803084000120,-235560043,-467301124,730359,725086,0.215,0.76160616,0.67,1.2770001,0.74,1.29,70,41,0.019000001,-0.012,0.015000001,0.012,6.005067,0,nan,0.0,4,0,1,14,0
587658912,1628803084200120,-235560044,-467301124,730367,725094,0.22200002,0.761607,0.671,1.279,0.74,1.29,70,41,0.040000003,-0.037,-0.015000001,0.033,6.005067,0,nan,0.0,4,0,1,14,0
587856885,1628803084400120,-235560044,-467301124,730372,725099,0.17600001,0.7616076,0.67200005,1.281,0.74,1.29,70,41,0.018000001,0.009000001,0.015000001,0.001,6.005067,0,nan,0.0,4,0,1,14,0
588454868,1628803085000121,-235560045,-467301124,730381,725108,0.19600001,0.76160985,0.67700005,1.2870001,0.74,1.29,69,10,0.017,0.010000001,-0.014,-0.004,6.005067,0,nan,0.0,4,0,1,14,0
588858288,1628803085400121,-235560045,-467301124,730400,725127,0.23900001,0.7616114,0.68,1.292,0.74,1.29,69,10,0.016,-0.007,-0.014,-0.034,6.005067,0,nan,0.0,4,0,1,14,0
589457889,1628803086000122,-235560046,-467301125,730392,725119,0.266,0.7616142,0.68600005,1.3030001,0.74,1.29,69,25,0.009000001,0.003,-0.009000001,-0.029000001,6.005067,0,nan,0.0,4,0,1,14,0
589857877,1628803086400122,-235560047,-467301126,730376,725103,0.21800001,0.76161593,0.689,1.3100001,0.74,1.29,69,25,0.021000002,-0.021000002,0.0,-0.027,6.005067,0,nan,0.0,4,0,1,14,0
590456918,1628803087000123,-235560049,-467301126,730312,725039,0.25800002,0.7616183,0.694,1.32,0.74,1.29,65,43,0.042000003,-0.039,0.016,0.048,6.005067,0,nan,0.0,4,0,1,14,0
590857881,1628803087400123,-235560049,-467301127,730304,725031,0.23200001,0.76162016,0.698,1.327,0.74,1.29,65,43,0.011000001,0.004,-0.010000001,0.031000001,6.005067,0,nan,0.0,4,0,1,14,0
591457876,1628803088000124,-235560050,-467301127,730237,724964,0.254,0.76162297,0.702,1.3360001,0.74,1.29,65,44,0.018000001,-0.002,0.018000001,0.058000002,6.005067,0,nan,0.0,4,0,1,14,0
591856336,1628803088400124,-235560049,-467301128,730160,724887,0.24400002,0.7616247,0.698,1.3310001,0.74,1.29,65,44,0.008,-0.006,-0.006,0.020000001,6.005067,0,nan,0.0,4,0,1,14,0
592459879,1628803089000124,-235560046,-467301128,730031,724758,0.231,0.7616271,0.69100004,1.32,0.74,1.29,65,38,0.004,0.002,0.003,-0.012,6.005067,0,nan,0.0,4,0,1,14,0
592859122,1628803089400125,-235560047,-467301128,729954,724681,0.25,0.7616286,0.69100004,1.32,0.74,1.29,65,38,0.025,-0.012,0.022000002,0.051000003,6.005067,0,nan,0.0,4,0,1,14,0
593458876,1628803090000125,-235560048,-467301130,729913,724640,0.22800002,0.7616313,0.70000005,1.3340001,0.74,1.29,65,31,0.018000001,0.017,0.006,-0.004,6.005067,0,nan,0.0,4,0,1,14,0
593859006,1628803090400126,-235560049,-467301131,729857,724584,0.26000002,0.76163304,0.703,1.34,0.74,1.29,65,31,0.007,-0.007,-0.001,0.019000001,6.005067,0,nan,0.0,4,0,1,14,0
594457991,1628803091000126,-235560050,-467301132,729776,724503,0.25500003,0.76163566,0.70500004,1.3460001,0.74,1.29,65,25,0.015000001,0.014,-0.0050000004,-0.015000001,6.005067,0,nan,0.0,4,0,1,14,0
594858875,1628803091400127,-235560051,-467301133,729735,724462,0.185,0.7616373,0.70600003,1.3470001,0.74,1.29,65,25,0.021000002,-0.021000002,0.0050000004,-0.011000001,6.005067,0,nan,0.0,4,0,1,14,0
595456987,1628803092000127,-235560053,-467301135,729690,724417,0.185,0.76163936,0.707,1.3490001,0.74,1.29,64,33,0.045,-0.044000003,0.012,-0.0050000004,6.005067,0,nan,0.0,4,0,1,14,0
595859889,1628803092400128,-235560053,-467301136,729673,724400,0.18200001,0.76164067,0.70900005,1.3510001,0.74,1.29,64,33,0.004,-0.004,-0.001,-0.003,6.005067,0,nan,0.0,4,0,1,14,0
596460252,1628803093000128,-235560053,-467301137,729649,724376,0.20600002,0.7616428,0.71000004,1.3540001,0.74,1.29,64,44,0.028,0.025,-0.012,-0.011000001,6.005067,0,nan,0.0,4,0,1,14,0
596856127,1628803093400128,-235560054,-467301138,729549,724276,0.21100001,0.76164436,0.70400006,1.348,0.74,1.29,64,44,0.013,-0.012,0.004,0.011000001,6.005067,0,nan,0.0,4,0,1,14,0
597455727,1628803094000129,-235560053,-467301138,729433,724160,0.172,0.7616466,0.698,1.338,0.74,1.29,64,42,0.022000002,0.012,-0.019000001,0.019000001,6.005067,0,nan,0.0,4,0,1,14,0
597858889,1628803094400129,-235560052,-467301138,729382,724109,0.21200001,0.761648,0.693,1.33,0.69,1.0799999,64,42,0.007,0.004,0.0050000004,0.028,6.005067,0,nan,0.0,4,0,1,15,0
