timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
278014029,1621791551599875,-235561042,-467301943,724479,719206,0.18300001,0.4416739,0.56100005,0.85300004,0.66999996,1.06,115,8,0.017,0.016,0.006,-0.025,4.946401,0,nan,0.0,3,1,15
278815077,1621791552399875,-235561042,-467301945,724518,719245,0.125,0.44167736,0.56,0.85200006,0.66999996,1.06,115,5,0.010000001,0.002,0.010000001,0.007,4.946401,0,nan,0.0,3,1,15
279818027,1621791553399875,-235561040,-467301947,724576,719303,0.11800001,0.44168225,0.559,0.851,0.66999996,1.06,115,9,0.0050000004,-0.0050000004,0.001,0.001,4.946401,0,nan,0.0,3,1,15
280818029,1621791554399874,-235561039,-467301949,724649,719376,0.091000006,0.44168714,0.558,0.85,0.66999996,1.06,115,10,0.004,-0.002,0.003,-0.012,4.946401,0,nan,0.0,3,1,15
281809035,1621791555399874,-235561038,-467301951,724690,719417,0.096,0.4416913,0.55700004,0.84900004,0.66999996,1.06,115,6,0.004,0.0,-0.004,-0.008,4.946401,0,nan,0.0,3,1,15
282820054,1621791556399874,-235561037,-467301953,724750,719477,0.11800001,0.44169518,0.55600005,0.84800005,0.66999996,1.06,115,5,0.008,-0.001,-0.008,-0.001,4.946401,0,nan,0.0,3,1,15
283820034,1621791557399874,-235561035,-467301953,724799,719526,0.093,0.44169936,0.555,0.84800005,0.66999996,1.06,115,4,0.0,0.0,0.0,0.011000001,4.946401,0,nan,0.0,3,1,15
284819037,1621791558399873,-235561035,-467301956,724829,719556,0.17,0.4417041,0.554,0.84700006,0.66999996,1.06,115,6,0.013,-0.009000001,-0.010000001,0.018000001,4.946401,0,nan,0.0,3,1,15
285814058,1621791559399873,-235561034,-467301958,724849,719576,0.171,0.4417095,0.55300003,0.845,0.66999996,1.06,115,5,0.018000001,-0.015000001,-0.010000001,0.018000001,4.946401,0,nan,0.0,3,1,15
286820408,1621791560399873,-235561034,-467301960,724898,719625,0.17500001,0.4417149,0.55200005,0.84300005,0.66999996,1.06,115,5,0.014,-0.012,-0.007,0.030000001,4.946401,0,nan,0.0,3,1,15
287817036,1621791561399872,-235561033,-467301963,724966,719693,0.13800001,0.4417189,0.551,0.841,0.66999996,1.06,115,5,0.007,-0.004,0.006,0.0050000004,4.946401,0,nan,0.0,3,1,15
288817050,1621791562399872,-235561033,-467301965,725019,719746,0.178,0.44172376,0.55,0.84000003,0.66999996,1.06,115,4,0.008,-0.008,0.001,0.028,4.946401,0,nan,0.0,3,1,15
289820030,1621791563399872,-235561033,-467301966,725067,719794,0.10700001,0.44172886,0.55,0.841,0.66999996,1.06,115,6,0.014,-0.008,-0.011000001,-0.006,4.946401,0,nan,0.0,3,1,15
290819029,1621791564399872,-235561034,-467301968,725106,719833,0.18200001,0.4417346,0.55,0.841,0.66999996,1.06,115,4,0.013,-0.012,-0.003,0.020000001,4.946401,0,nan,0.0,3,1,15
291818032,1621791565399871,-235561034,-467301968,725144,719871,0.17500001,0.44174019,0.549,0.83900005,0.66999996,1.06,115,4,0.016,-0.013,0.009000001,0.051000003,4.946401,0,nan,0.0,3,1,15
292818106,1621791566399871,-235561034,-467301968,725208,719935,0.16600001,0.4417456,0.54800004,0.83900005,0.66999996,1.06,115,4,0.006,-0.0050000004,-0.002,0.007,4.946401,0,nan,0.0,3,1,15
293817039,1621791567399871,-235561035,-467301968,725246,719973,0.17300001,0.4417507,0.54700005,0.83800006,0.66999996,1.06,115,10,0.010000001,-0.010000001,0.003,0.031000001,4.946401,0,nan,0.0,3,1,15
294821030,1621791568399871,-235561037,-467301967,725265,719992,0.148,0.44175556,0.546,0.837,0.66999996,1.06,115,8,0.015000001,0.0,0.015000001,0.019000001,4.946401,0,nan,0.0,3,1,15
295817765,1621791569399870,-235561038,-467301967,725289,720016,0.18200001,0.44176096,0.546,0.83800006,0.66999996,1.06,115,5,0.028,-0.028,-0.003,0.066,4.946401,0,nan,0.0,3,1,15
296817033,1621791570399870,-235561040,-467301965,725314,720041,0.16100001,0.4417662,0.546,0.83900005,0.66999996,1.06,115,8,0.019000001,-0.017,-0.006,0.011000001,4.946401,0,nan,0.0,3,1,15
297819040,1621791571399870,-235561043,-467301963,725325,720052,0.15,0.44177127,0.546,0.83900005,0.66999996,1.06,115,9,0.037,-0.036000002,0.008,0.019000001,4.946401,0,nan,0.0,3,1,15
298816196,1621791572399869,-235561045,-467301963,725338,720065,0.18,0.4417765,0.546,0.84000003,0.66999996,1.06,115,6,0.026,-0.026,-0.001,0.031000001,4.946401,0,nan,0.0,3,1,15
299819031,1621791573399869,-235561049,-467301961,725347,720074,0.17400001,0.44178104,0.54700005,0.841,0.66999996,1.06,115,5,0.012,-0.007,0.009000001,0.053000003,4.946401,0,nan,0.0,3,1,15
