Name,Correlation,Variance
LOGZUFFO.csv,-0.042352273420896876,7.6705375012748e-06
log_0_2021-8-12-15-28-46.csv,-0.3121056553031804,4.469235556852155e-06
log_10_2021-5-23-14-39-42.csv,0.8518932582190942,0.053911009819006504
log_10_2021-8-12-15-55-52.csv,-0.3492314486681047,5.863614208887641e-06
log_11_2021-5-23-14-42-30.csv,0.17262292001575075,4.416205533563758e-06
log_11_2021-8-12-15-58-30.csv,7.01649223693853e-15,4.655619829872724e-06
log_12_2021-5-23-14-42-54.csv,0.5314424937999925,0.012081350111439347
log_12_2021-8-12-15-59-54.csv,-0.3395871997777094,1.1226095947294796e-05
log_13_2021-6-12-17-27-16.csv,,1.1271052151821364e-05
log_13_2021-8-12-16-00-26.csv,-0.18219955807574698,1.2991684335305462e-05
log_14_2021-6-12-17-28-06.csv,0.93189233983562,0.01888688846929548
log_14_2021-8-12-16-00-58.csv,4.980449609184382e-15,9.240181600469513e-06
log_15_2021-6-12-17-28-56.csv,0.9050319949215202,0.014743294802128902
log_15_2021-8-12-16-01-30.csv,-0.34964633777718507,7.78504822032088e-06
log_16_2021-6-12-17-30-46.csv,,4.336561974570464e-06
log_16_2021-8-12-16-02-42.csv,-0.2990811316447435,9.75035987118256e-06
log_17_2021-6-12-17-31-44.csv,,2.4275753862872813e-05
log_17_2021-8-12-18-11-58.csv,-0.12962311169823976,4.855836822994876e-06
log_18_2021-6-12-17-31-58.csv,-0.07220402339420218,1.8352841899828996e-05
log_18_2021-8-12-18-17-34.csv,-4.921340215940216e-15,5.323207015015506e-06
log_19_2021-6-12-17-33-08.csv,0.9134303867691179,0.02573123671316586
log_19_2021-8-12-18-18-14.csv,1.1803133614193922e-14,4.0626765820175285e-06
log_1_2021-5-23-14-19-46.csv,,2.058614177992826e-05
log_1_2021-8-12-15-29-16.csv,-0.5065164291764254,4.603037922531195e-06
log_20_2021-6-12-17-46-16.csv,0.5074011147391508,5.007957433125958e-05
log_20_2021-8-12-18-20-20.csv,-0.33234554835942176,1.2587396505722829e-05
log_21_2021-6-12-17-46-30.csv,0.8744799704593573,0.012743292047728637
log_21_2021-8-12-18-27-34.csv,-0.12485360833589224,5.6820672152437595e-06
log_22_2021-6-12-17-48-24.csv,,3.245513819252652e-05
log_22_2021-8-12-18-30-10.csv,-0.25935262468610715,7.759136890490694e-06
log_23_2021-6-12-17-49-26.csv,0.5840574732516459,0.011088170345815043
log_23_2021-8-12-18-32-16.csv,-0.042352273420896876,7.6705375012748e-06
log_24_2021-6-12-17-54-38.csv,0.1385343371722426,4.127724595413281e-05
log_24_2021-8-12-18-33-12.csv,,1.4613141316659305e-06
log_25_2021-6-12-17-55-02.csv,0.002697021755774616,0.017475986736247954
log_25_2021-8-12-18-36-02.csv,-0.5626260941298628,8.797870157873291e-06
log_26_2021-7-9-16-21-16.csv,,3.158639624198924e-05
log_26_2021-8-12-18-37-16.csv,-0.03640585070207427,9.361241366029513e-05
log_27_2021-7-9-16-22-18.csv,-0.3299659313189583,0.002997608157807216
log_28_2021-7-9-16-23-30.csv,0.625762531278427,0.09197440460382625
log_29_2021-7-9-16-25-06.csv,0.6915295528461417,0.13471160825214556
log_2_2021-5-23-14-20-00.csv,-0.2506535197126338,3.529302441776307e-05
log_2_2021-8-12-15-30-46.csv,-1.4852724044163829e-15,2.886043563760523e-06
log_30_2021-7-9-16-34-46.csv,,2.0920001614175627e-05
log_31_2021-7-9-16-35-26.csv,0.3327979661312966,0.13970794801957143
log_3_2021-5-23-14-32-52.csv,0.8312542306234278,0.09374385099045615
log_3_2021-8-12-15-32-14.csv,-0.6966080622685387,8.333241292081698e-06
log_4_2021-5-23-14-34-56.csv,,6.624305137391177e-06
log_4_2021-8-12-15-37-26.csv,-0.49293286591086577,5.060314595084056e-06
log_5_2021-5-23-14-35-14.csv,0.34407836387740687,8.996272184008984e-06
log_5_2021-8-12-15-37-40.csv,0.04424986700440005,3.759010292000244e-06
log_6_2021-5-23-14-35-42.csv,,5.7561448162554945e-06
log_6_2021-8-12-15-45-02.csv,-0.8768229620942058,2.0950993705028843e-05
log_7_2021-5-23-14-36-02.csv,0.5820897299938694,0.0612860315155121
log_7_2021-8-12-15-49-54.csv,-0.3285274007603069,6.140692702980956e-06
log_8_2021-5-23-14-38-34.csv,0.8972363732028221,0.040586813989562265
log_8_2021-8-12-15-53-14.csv,-0.22673617171918767,6.869445614347459e-06
log_9_2021-5-23-14-39-10.csv,,6.1976629830809925e-06
log_9_2021-8-12-15-54-10.csv,-0.441115625111478,7.89529696151893e-06
