timestamp,saturation_status
1686534792,1533
1686549641,1533
1687544523,1533
1688530066,1533
1689537633,1533
1690530204,1
1691537630,1
1692528186,1
1693537852,1
1694548220,1
1695546110,1
1696528572,1
1697541624,1
1698531101,1
1699536385,1
1700534046,1
1701536582,1197
1702541644,1
1703528903,1
1704534794,1199
1705549171,1
1706534389,1
1707531990,1
1708544834,1
1709549792,1
1710540505,1
1711529878,1
1712537357,1
1713543256,1
1714540818,1
1715530282,1
1716537679,1
1717540522,1
1718528069,1
1719538475,1
1720531430,1
1721543944,1
1722546636,1
1723549327,1
1724536152,1239
1725529631,1239
1726543851,1239
1727531262,1239
1728539119,1239
1729534779,1239
