timestamp,saturation_status
172431581,1533
173434163,1533
174432958,1533
175431793,1533
176433102,1
177434449,1
178433253,1
179433328,1
180433419,1
181434762,1
182433575,1
183433646,1
184433737,1
185435034,1
186433876,1
187433948,1
188436521,1
189432824,1
190434154,1
191434230,1
192436780,1
193433117,1
194434451,1
195436998,1
196435809,1
197433370,1
198437194,1
199433521,1
200432329,1
201433628,1
202434948,1
203433774,1
204433815,1
205433897,1
206435219,1
207434020,1
208434088,1
209436637,1
210432958,1
211434269,1
212434326,1
213436886,1
214433190,1
215434513,1
216434555,1
217432117,1
218433435,1
219434739,1533
220433545,1533
221432347,1533
