timestamp,saturation_status
143569211,1533
143589634,1533
144564611,1533
145562132,1533
146569035,1533
147556791,1205
148560973,1205
149575970,1205
150563647,1205
151570605,1205
152558385,1
153560446,1
154573071,1
155562065,1469
156569377,1205
157561896,1
158556916,1
159574804,1469
160561512,1469
161571067,1205
162558539,1469
163568344,5
164562925,1
165573107,1469
166565622,1501
167563359,1501
168572297,1501
169564791,1501
170561946,1501
171572706,1501
172559468,1501
173571905,1501
174564126,1501
