timestamp,saturation_status
1508018240,1533
1509019585,1533
1510020957,1533
1511018577,1533
1512019935,1533
1513020038,1533
1514021422,1517
1515019019,1
1516020412,1
1517020505,1
1518018131,1
1519019485,1
1520020838,1
1521020954,1
1522018573,1
1523019942,1
1524021306,1
1525018934,1
1526019041,1
1527020423,1
1528021774,1
1529019419,1
1530019537,1
1531020886,1
1532018513,1
1533019875,1
1534019977,1
1535021339,1
1536018961,1
1537020312,1
1538020437,1
1539020534,1
1540019417,1
1541019533,1
1542020881,1
1543018506,1
1544019862,1
1545021224,1
1546018831,1
1547018951,1
1548020304,1
1549019193,1
1550019296,1
1551019412,1
1552020758,1
1553018373,1
1554019747,1
1555019856,1
1556021218,1
1557018823,1
1558020204,1
1559020295,1
1560017916,1
1561019265,1
1562020639,1
1563020758,1
1564018392,1
1565019706,1
1566022320,1
1567018691,1
1568018799,1
1569020145,1
1570022764,1
1571019141,1
1572019240,1
1573020587,1
1574018209,1
1575019572,1
1576020920,1
1577021023,1
1578018635,1
1579019987,1
1580021333,1
1581017688,1
1582019042,1
1583020407,1
1584021739,1
1585018074,1
1586018163,1
1587020751,1
1588018344,1
1589019691,1
1590019765,1
1591021104,1
1592018704,1
1593020061,1
1594021389,1
1595017702,1
1596019036,1
1597020382,1
1598021704,1
1599019294,1
1600019395,1
1601020725,1
1602018302,1
1603019652,1
1604019741,1
1605022317,1
1606018649,1
1607019988,1
1608021321,3
1609018920,3
1610019001,3
1611020336,3
1612021685,3
1613019259,3
1614019346,3
1615020675,3
1616018259,3
1617019603,3
1618020921,3
1619020999,3
1620018579,3
1621019920,3
1622022490,3
1623018810,3
1624018895,3
1625020213,3
1626022790,1
1627019136,1
1628019197,1
1629020515,1
1630018068,1
1631019393,1
1632020697,1
1633020762,1
1634018335,1
1635019652,1
1636020985,1
1637018557,1
1638019882,1
1639019937,1
1640021249,1
1641018821,1
1642020153,1
1643020210,1
1644019027,1
1645019112,1
1646020418,1
1647022986,1
1648019302,1
1649019384,1
1650020674,1
1651018246,1
1652019575,1
1653019627,1
1654020944,1
1655018518,1
1656019822,1
1657021153,1
1658018706,1
1659018774,1
1660020089,1
1661021416,1
1662018978,1
1663020291,1533
1664020358,1533
1665017942,1533
